date,name,num_students,new_cases_students,total_cases_students,new_cases_employee,total_cases_employee
2020-10-03,Red Clay Consolidated School District,,0.0,88.0,0.0,112.0
2020-10-10,Red Clay Consolidated School District,,0.0,88.0,0.0,112.0
2020-10-17,Red Clay Consolidated School District,,0.0,88.0,0.0,112.0
2020-10-24,Red Clay Consolidated School District,,0.0,88.0,0.0,112.0
2020-10-31,Red Clay Consolidated School District,,0.0,88.0,0.0,112.0
2020-11-07,Red Clay Consolidated School District,,0.0,88.0,0.0,112.0
2020-11-14,Red Clay Consolidated School District,,0.0,88.0,0.0,112.0
2020-11-21,Red Clay Consolidated School District,,0.0,88.0,0.0,112.0
2020-11-28,Red Clay Consolidated School District,,0.0,88.0,0.0,112.0
2020-12-05,Red Clay Consolidated School District,,0.0,88.0,0.0,112.0
2020-12-12,Red Clay Consolidated School District,,0.0,88.0,0.0,112.0
2020-12-19,Red Clay Consolidated School District,,0.0,88.0,0.0,112.0
2020-12-26,Red Clay Consolidated School District,,0.0,88.0,0.0,112.0
2021-01-02,Red Clay Consolidated School District,0.0,0.0,88.0,0.0,112.0
2021-01-09,Red Clay Consolidated School District,8497.0,0.0,88.0,0.0,112.0
2021-01-16,Red Clay Consolidated School District,8417.0,0.0,88.0,0.0,112.0
2021-01-23,Red Clay Consolidated School District,8331.0,0.0,88.0,0.0,112.0
2021-01-30,Red Clay Consolidated School District,8327.0,0.0,88.0,0.0,112.0
2021-02-06,Red Clay Consolidated School District,8318.0,0.0,88.0,0.0,112.0
2021-02-13,Red Clay Consolidated School District,8377.0,0.0,88.0,0.0,112.0
2021-02-20,Red Clay Consolidated School District,8393.0,0.0,88.0,0.0,112.0
2021-02-27,Red Clay Consolidated School District,8321.0,0.0,88.0,0.0,112.0
2021-03-06,Red Clay Consolidated School District,8461.0,0.0,88.0,0.0,112.0
2021-03-13,Red Clay Consolidated School District,8499.0,1.0,101.0,1.0,116.0
2021-03-20,Red Clay Consolidated School District,8516.0,1.0,101.0,1.0,116.0
2021-03-27,Red Clay Consolidated School District,,1.0,103.0,1.0,119.0
2021-04-03,Red Clay Consolidated School District,0.0,0.0,103.0,0.0,119.0
2021-04-10,Red Clay Consolidated School District,8722,1.0,105.0,1.0,125.0
2020-08-29,Seaford School District,,0.0,18.0,0.0,25.0
2020-09-05,Seaford School District,,0.0,18.0,0.0,25.0
2020-09-12,Seaford School District,,0.0,18.0,0.0,25.0
2020-09-19,Seaford School District,,0.0,18.0,0.0,25.0
2020-09-26,Seaford School District,,0.0,18.0,0.0,25.0
2020-10-03,Seaford School District,,0.0,18.0,0.0,25.0
2020-10-10,Seaford School District,,0.0,18.0,0.0,25.0
2020-10-17,Seaford School District,,0.0,18.0,0.0,25.0
2020-10-24,Seaford School District,,0.0,18.0,0.0,25.0
2020-10-31,Seaford School District,,0.0,18.0,0.0,25.0
2020-11-07,Seaford School District,,0.0,18.0,0.0,25.0
2020-11-14,Seaford School District,,0.0,18.0,0.0,25.0
2020-11-21,Seaford School District,,0.0,18.0,0.0,25.0
2020-11-28,Seaford School District,,0.0,18.0,0.0,25.0
2020-12-05,Seaford School District,,0.0,18.0,0.0,25.0
2020-12-12,Seaford School District,,0.0,18.0,0.0,25.0
2020-12-19,Seaford School District,,0.0,18.0,0.0,25.0
2020-12-26,Seaford School District,,0.0,18.0,0.0,25.0
2021-01-02,Seaford School District,0.0,0.0,18.0,0.0,25.0
2021-01-09,Seaford School District,1049.0,0.0,18.0,0.0,25.0
2021-01-16,Seaford School District,1902.0,0.0,18.0,0.0,25.0
2021-01-23,Seaford School District,1250.0,0.0,18.0,0.0,25.0
2021-01-30,Seaford School District,1323.0,0.0,18.0,0.0,25.0
2021-02-06,Seaford School District,2697.0,0.0,18.0,0.0,25.0
2021-02-13,Seaford School District,2749.0,0.0,18.0,0.0,25.0
2021-02-20,Seaford School District,2821.0,0.0,18.0,0.0,25.0
2021-02-27,Seaford School District,2971.0,0.0,18.0,0.0,25.0
2021-03-06,Seaford School District,3161.0,0.0,18.0,0.0,25.0
2021-03-13,Seaford School District,3270.0,0.0,18.0,1.0,27.0
2021-03-20,Seaford School District,2243.0,0.0,18.0,1.0,27.0
2021-03-27,Seaford School District,,1.0,21.0,0.0,27.0
2021-04-03,Seaford School District,0.0,0.0,21.0,1.0,28.0
2021-04-10,Seaford School District,2332,0.0,21.0,1.0,29.0
2020-08-29,Smyrna School District,,0.0,33.0,0.0,24.0
2020-09-05,Smyrna School District,,0.0,33.0,0.0,24.0
2020-09-12,Smyrna School District,,0.0,33.0,0.0,24.0
2020-09-19,Smyrna School District,,0.0,33.0,0.0,24.0
2020-09-26,Smyrna School District,,0.0,33.0,0.0,24.0
2020-10-03,Smyrna School District,,0.0,33.0,0.0,24.0
2020-10-10,Smyrna School District,,0.0,33.0,0.0,24.0
2020-10-17,Smyrna School District,,0.0,33.0,0.0,24.0
2020-10-24,Smyrna School District,,0.0,33.0,0.0,24.0
2020-10-31,Smyrna School District,,0.0,33.0,0.0,24.0
2020-11-07,Smyrna School District,,0.0,33.0,0.0,24.0
2020-11-14,Smyrna School District,,0.0,33.0,0.0,24.0
2020-11-21,Smyrna School District,,0.0,33.0,0.0,24.0
2020-11-28,Smyrna School District,,0.0,33.0,0.0,24.0
2020-12-05,Smyrna School District,,0.0,33.0,0.0,24.0
2020-12-12,Smyrna School District,,0.0,33.0,0.0,24.0
2020-12-19,Smyrna School District,,0.0,33.0,0.0,24.0
2020-12-26,Smyrna School District,,0.0,33.0,0.0,24.0
2021-01-02,Smyrna School District,0.0,0.0,33.0,0.0,24.0
2021-01-09,Smyrna School District,3571.0,0.0,33.0,0.0,24.0
2021-01-16,Smyrna School District,3520.0,0.0,33.0,0.0,24.0
2021-01-23,Smyrna School District,3563.0,0.0,33.0,0.0,24.0
2021-01-30,Smyrna School District,3673.0,0.0,33.0,0.0,24.0
2021-02-06,Smyrna School District,3648.0,0.0,33.0,0.0,24.0
2021-02-13,Smyrna School District,3585.0,0.0,33.0,0.0,24.0
2021-02-20,Smyrna School District,5878.0,0.0,33.0,0.0,24.0
2021-02-27,Smyrna School District,3773.0,0.0,33.0,0.0,24.0
2021-03-06,Smyrna School District,3738.0,0.0,33.0,0.0,24.0
2021-03-13,Smyrna School District,3748.0,0.0,38.0,0.0,25.0
2021-03-20,Smyrna School District,3663.0,1.0,38.0,1.0,25.0
2021-03-27,Smyrna School District,,1.0,40.0,0.0,25.0
2021-04-03,Smyrna School District,0.0,1.0,41.0,0.0,25.0
2021-04-10,Smyrna School District,3787,1.0,42.0,1.0,28.0
2020-08-29,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-09-05,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-09-12,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-09-19,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-09-26,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-10-03,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-10-10,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-10-17,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-10-24,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-10-31,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-11-07,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-11-14,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-11-21,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-11-28,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-12-05,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-12-12,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-12-19,Sussex Technical School District,,0.0,0.0,0.0,0.0
2020-12-26,Sussex Technical School District,,0.0,0.0,0.0,0.0
2021-01-02,Sussex Technical School District,50.0,0.0,0.0,0.0,0.0
2021-01-09,Sussex Technical School District,359.0,0.0,0.0,0.0,0.0
2021-01-16,Sussex Technical School District,254.0,0.0,0.0,0.0,0.0
2021-01-23,Sussex Technical School District,85.0,0.0,0.0,0.0,0.0
2021-01-30,Sussex Technical School District,605.0,0.0,0.0,0.0,0.0
2021-02-06,Sussex Technical School District,477.0,0.0,0.0,0.0,0.0
2021-02-13,Sussex Technical School District,468.0,0.0,0.0,0.0,0.0
2021-02-20,Sussex Technical School District,245.0,0.0,0.0,0.0,0.0
2021-02-27,Sussex Technical School District,0.0,0.0,0.0,0.0,0.0
2021-03-06,Sussex Technical School District,560.0,0.0,0.0,0.0,0.0
2021-03-13,Sussex Technical School District,560.0,0.0,1.0,0.0,1.0
2021-03-20,Sussex Technical School District,560.0,0.0,1.0,0.0,1.0
2021-03-27,Sussex Technical School District,,0.0,1.0,0.0,1.0
2021-04-03,Sussex Technical School District,0.0,0.0,1.0,0.0,1.0
2021-04-10,Sussex Technical School District,650,0.0,1.0,0.0,1.0
2020-08-29,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-09-05,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-09-12,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-09-19,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-09-26,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-10-03,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-10-10,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-10-17,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-10-24,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-10-31,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-11-07,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-11-14,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-11-21,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-11-28,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-12-05,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-12-12,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-12-19,Woodbridge School District,,0.0,17.0,0.0,21.0
2020-12-26,Woodbridge School District,,0.0,17.0,0.0,21.0
2021-01-02,Woodbridge School District,0.0,0.0,17.0,0.0,21.0
2021-01-09,Woodbridge School District,787.0,0.0,17.0,0.0,21.0
2021-01-16,Woodbridge School District,699.0,0.0,17.0,0.0,21.0
2021-01-23,Woodbridge School District,783.0,0.0,17.0,0.0,21.0
2021-01-30,Woodbridge School District,821.0,0.0,17.0,0.0,21.0
2021-02-06,Woodbridge School District,918.0,0.0,17.0,0.0,21.0
2021-02-13,Woodbridge School District,857.0,0.0,17.0,0.0,21.0
2021-02-20,Woodbridge School District,928.0,0.0,17.0,0.0,21.0
2021-02-27,Woodbridge School District,863.0,0.0,17.0,0.0,21.0
2021-03-06,Woodbridge School District,940.0,0.0,17.0,0.0,21.0
2021-03-13,Woodbridge School District,889.0,0.0,17.0,0.0,23.0
2021-03-20,Woodbridge School District,941.0,0.0,17.0,1.0,23.0
2021-03-27,Woodbridge School District,,0.0,17.0,0.0,23.0
2021-04-03,Woodbridge School District,0.0,0.0,17.0,0.0,23.0
2021-04-10,Woodbridge School District,935,0.0,17.0,1.0,24.0
