school,county,type
SOUTHEAST HIGH SCHOOL,MANATEE,k12
"SOUTHEASTERN CHRISTIAN ACADEMY, INC",MIAMI-DADE,k12
SOUTHEASTERN COLLEGE - MIAMI LAKES,MIAMI-DADE,university
SOUTHEASTERN COLLEGE - WEST PALM BEACH,PALM BEACH,university
SOUTHEASTERN UNIVERSITY,POLK,university
SOUTHEASTERN UNIVERSITY - CHRISTIAN LIFE CENTER,BROWARD,university
SOUTHEASTERN UNIVERSITY BAYSIDE CAMPUS,MANATEE,university
SOUTHERN OAK ELEMENTARY SCHOOL,PINELLAS,k12
SOUTHERN OAKS MIDDLE SCHOOL,ST. LUCIE,k12
SOUTHERN TECHNICAL COLLEGE,SEMINOLE,university
SOUTHERN TECHNICAL COLLEGE,LEE,university
SOUTHERN TECHNICAL COLLEGE ORLANDO,ORANGE,university
SOUTHERN TECHNICAL COLLEGE TAMPA,HILLSBOROUGH,university
SOUTHLAND CHRISTIAN SCHOOL,OSCEOLA,k12
SOUTHPOINT ACADEMY,MIAMI-DADE,k12
SOUTHPORT ELEMENTARY SCHOOL,BAY,k12
SOUTHPORT MIDDLE SCHOOL,ST. LUCIE,k12
SOUTHSHORE CHARTER ACADEMY,HILLSBOROUGH,k12
SOUTHSHORE MONTESSORI SCHOOL,HILLSBOROUGH,k12
SOUTHSIDE CHRISTIAN ACADEMY,PINELLAS,k12
SOUTHSIDE ELEMENTARY SCHOOL,NASSAU,k12
SOUTHSIDE ELEMENTARY SCHOOL,SARASOTA,k12
SOUTHSIDE ELEMENTARY SCHOOL,MIAMI-DADE,k12
SOUTHSIDE ELEMENTARY SCHOOL,BRADFORD,k12
SOUTHSIDE ESTATES ELEMENTARY SCHOOL,DUVAL,k12
SOUTHSIDE MIDDLE SCHOOL,DUVAL,k12
SOUTHSIDE PRIMARY SCHOOL,OKALOOSA,k12
SOUTHWEST ELEMENTARY SCHOOL,POLK,k12
SOUTHWEST FLORIDA CHRISTIAN ACADEMY,LEE,k12
SOUTHWEST FLORIDA PUBLIC SERVICE ACADEMY,LEE,k12
SOUTHWEST MIAMI ADULT & COMMUNITY EDUCATION CENTER,MIAMI-DADE,k12
SOUTHWEST MIAMI SENIOR HIGH,MIAMI-DADE,k12
SOUTHWEST MIDDLE,ORANGE,k12
SOUTHWEST MIDDLE SCHOOL,BREVARD,k12
SOUTHWEST MIDDLE SCHOOL,POLK,k12
SOUTHWESTERN MIDDLE SCHOOL,VOLUSIA,k12
SOUTHWOOD ELEMENTARY SCHOOL,ORANGE,k12
SOUTHWOOD MIDDLE SCHOOL,MIAMI-DADE,k12
SPACE COAST CHRISTIAN ACADEMY,VOLUSIA,k12
SPACE COAST CHRISTIAN ACADEMY,BREVARD,k12
SPACE COAST EARLY INTERVENTION CENTER,BREVARD,k12
SPACE COAST JUNIOR/SENIOR HIGH SCHOOL,BREVARD,k12
SPACE OF MIND DELRAY,PALM BEACH,k12
SPANISH LAKE ELEMENTARY SCHOOL,MIAMI-DADE,k12
SPANISH RIVER CHRISTIAN,PALM BEACH,k12
SPANISH RIVER COMMUNITY HIGH SCHOOL,PALM BEACH,k12
SPARK HYBRID EDUCATION CENTER,COLLIER,k12
SPARR ELEMENTARY SCHOOL,MARION,k12
SPC- HEALTH EDUCATION CENTER,PINELLAS,university
SPECTRUM ACADEMY,MARTIN,k12
SPESSARD L HOLLAND ELEMENTARY SCHOOL,POLK,k12
SPESSARD L. HOLLAND ELEMENTARY SCHOOL,BREVARD,k12
SPIRIT ELEMENTARY SCHOOL,VOLUSIA,k12
SPOOK HILL ELEMENTARY SCHOOL,POLK,k12
SPORTS LEADERSHIP AND MANAGEMENT (SLAM) CHARTER HIGH SCHOOL,MIAMI-DADE,k12
SPORTS LEADERSHIP AND MANAGEMENT (SLAM) CHARTER MIDDLE SCHOOL,MIAMI-DADE,k12
SPORTS LEADERSHIP AND MANAGEMENT ACADEMY,HILLSBOROUGH,k12
SPORTS LEADERSHIP AND MANAGEMENT CHA,MIAMI-DADE,k12
SPOTO HIGH SCHOOL,HILLSBOROUGH,k12
SPRING CREEK CHARTER SCHOOL,LAKE,k12
SPRING CREEK ELEMENTARY SCHOOL,LEE,k12
SPRING HILL CHRISTIAN ACADEMY,HERNANDO,k12
SPRING HILL ELEMENTARY SCHOOL,HERNANDO,k12
SPRING LAKE ELEMENTARY SCHOOL,SEMINOLE,k12
SPRING LAKE ELEMENTARY SCHOOL,ORANGE,k12
SPRING PARK ELEMENTARY SCHOOL,DUVAL,k12
SPRINGHEAD ELEMENTARY SCHOOL,HILLSBOROUGH,k12
SPRINGVIEW ELEMENTARY SCHOOL,MIAMI-DADE,k12
SPRINGWOOD ELEMENTARY SCHOOL,LEON,k12
SPRUCE CREEK ELEMENTARY SCHOOL,VOLUSIA,k12
SPRUCE CREEK HIGH SCHOOL,VOLUSIA,k12
SQUARE PEGS LEARNING CENTER,BAY,k12
ST. AGATHA SCHOOL,MIAMI-DADE,k12
ST. AGNES ACADEMY,MIAMI-DADE,k12
ST. AMBROSE,BROWARD,k12
ST. ANASTASIA CATHOLIC SCHOOL,ST. LUCIE,k12
ST. ANDREW CATHOLIC,LEE,k12
ST. ANDREW CATHOLIC SCHOOL,BROWARD,k12
ST. ANDREW SCHOOL AT OAKLAND TERRACE,BAY,k12
ST. ANDREW'S EPISCOPAL ACADEMY,ST. LUCIE,k12
ST. ANDREW'S SCHOOL,PALM BEACH,k12
ST. ANN SCHOOL,COLLIER,k12
ST. ANTHONY CATHOLIC SCHOOL,POLK,k12
ST. ANTHONY CATHOLIC SCHOOL,PASCO,k12
ST. ANTHONY SCHOOL,BROWARD,k12
ST. AUGUSTINE HIGH SCHOOL,ST. JOHNS,k12
ST. AUGUSTINE PUBLIC MONTESSORI SCHOOL,ST. JOHNS,k12
ST. BARBARA,ALACHUA,k12
ST. BARNABAS EPISCOPAL SCHOOL,VOLUSIA,k12
ST. BARTHOLOMEW SCHOOL,BROWARD,k12
ST. BERNADETTE CATHOLIC SCHOOL,BROWARD,k12
ST. BONAVENTURE CATHOLIC SCHOOL,BROWARD,k12
ST. BRENDAN CATHOLIC SCHOOL,VOLUSIA,k12
ST. BRENDAN ELEMENTARY SCHOOL,MIAMI-DADE,k12
ST. BRENDAN HIGH SCHOOL,MIAMI-DADE,k12
ST. CATHERINE CATHOLIC SCHOOL,HIGHLANDS,k12
ST. CATHERINE CATHOLIC SCHOOL 2,HIGHLANDS,k12
ST. CECELIA INTERPAROCHIAL,PINELLAS,k12
ST. CHARLES BORROMEO PARISH SCHOOL,ORANGE,k12
ST. CHARLES SCHOOL,CHARLOTTE,k12
ST. CLARE CATHOLIC SCHOOL,PALM BEACH,k12
ST. CLOUD ELEMENTARY SCHOOL,OSCEOLA,k12
ST. CLOUD HIGH SCHOOL,OSCEOLA,k12
ST. CLOUD MIDDLE SCHOOL,OSCEOLA,k12
ST. CLOUD PREPARATORY ACADEMY,OSCEOLA,k12
ST. COLEMAN SCHOOL,BROWARD,k12
ST. DAVID CATHOLIC SCHOOL,BROWARD,k12
ST. EDWARD'S SCHOOL,INDIAN RIVER,k12
ST. ELIZABETH ANN SETON,COLLIER,k12
ST. ELIZABETH ANN SETON CATHOLIC SCHOOL,FLAGLER,k12
ST. FRANCIS CATHOLIC HIGH SCHOOL,ALACHUA,k12
ST. FRANCIS XAVIER,LEE,k12
ST. GEORGE'S UNIVERSITY,MIAMI-DADE,university
ST. GREGORY,BROWARD,k12
ST. HELEN CATHOLIC SCHOOL,BROWARD,k12
ST. HELEN CATHOLIC SCHOOL,INDIAN RIVER,k12
ST. HUGH,MIAMI-DADE,k12
ST. JAMES CATHEDRAL SCHOOL,ORANGE,k12
ST. JAMES CATHOLIC SCHOOL,MIAMI-DADE,k12
ST. JEROME CATHOLIC SCHOOL,BROWARD,k12
ST. JOAN OF ARC,PALM BEACH,k12
ST. JOHN CATHOLIC SCHOOL,BAY,k12
ST. JOHN LUTHERAN SCHOOL,MARION,k12
ST. JOHN NEUMANN CATHOLIC HIGH SCHOOL INC.,COLLIER,k12
ST. JOHN NEUMANN SCHOOL,MIAMI-DADE,k12
ST. JOHN PAUL II ACADEMY,PALM BEACH,k12
ST. JOHN PAUL II CATHOLIC SCHOOL,CITRUS,k12
ST. JOHN THE APOSTLE SCHOOL,MIAMI-DADE,k12
ST. JOHN THE EVANGELIST,ESCAMBIA,k12
ST. JOHN VIANNEY CATHOLIC SCHOOL,PINELLAS,k12
ST. JOHN VIANNEY COLLEGE SEMINARY,MIAMI-DADE,university
ST. JOHN VIANNEY SCHOOL,ORANGE,k12
ST. JOHN'S ACADEMY,ST. JOHNS,k12
ST. JOHNS CHRISTIAN SCHOOL,PUTNAM,k12
ST. JOHNS CLASSICAL ACADEMY,CLAY,k12
ST. JOHNS COMMUNITY CAMPUS,ST. JOHNS,k12
ST. JOHNS COUNTRY DAY SCHOOL,CLAY,k12
ST. JOHNS COUNTY SCHOOL DISTRICT,ST. JOHNS,k12
ST. JOHNS COUNTY TRANSITION PROGRAM,ST. JOHNS,k12
ST. JOHNS DISTRICT OFFICE,ST. JOHNS,k12
ST. JOHNS EPISCOPAL PARISH DAY SCHOOL,HILLSBOROUGH,k12
ST. JOHNS EPISCOPAL SCHOOL,MIAMI-DADE,k12
ST. JOHNS RIVER STATE COLLEGE,PUTNAM,university
ST. JOHNS RIVER STATE COLLEGE- ORANGE PARK CAMPUS,CLAY,university
ST. JOHNS RIVER STATE COLLEGE- ST. AUGUSTINE CAMPUS,ST. JOHNS,university
ST. JOHNS TECHNICAL HIGH SCHOOL,ST. JOHNS,k12
ST. JOSEPH ACADEMY,ST. JOHNS,k12
ST. JOSEPH CATHOLIC SCHOOL,MARTIN,k12
ST. JOSEPH CATHOLIC SCHOOL,DUVAL,k12
ST. JOSEPH CATHOLIC SCHOOL,MANATEE,k12
ST. JOSEPH CATHOLIC SCHOOL,BREVARD,k12
ST. JOSEPH CATHOLIC SCHOOL,POLK,k12
ST. JOSEPH PARISH SCHOOL,HILLSBOROUGH,k12
ST. JOSEPH SCHOOL,DUVAL,k12
ST. JOSEPH'S EPISCOPAL SCHOOL,PALM BEACH,k12
ST. JUDE CATHEDRAL SCHOOL,PINELLAS,k12
ST. JUDE CATHOLIC SCHOOL,PALM BEACH,k12
ST. JULIANA,PALM BEACH,k12
ST. KEVIN CATHOLIC SCHOOL,MIAMI-DADE,k12
ST. LAWRENCE CATHOLIC SCHOOL,HILLSBOROUGH,k12
ST. LAWRENCE SCHOOL,MIAMI-DADE,k12
ST. LEO UNIVERSITY,PASCO,university
ST. LOUIS CATHOLIC SCHOOL,MIAMI-DADE,k12
ST. LOUIS COVENANT SCHOOL,MIAMI-DADE,k12
ST. LUCIE DISTRICT OFFICE,ST. LUCIE,k12
ST. LUCIE ELEMENTARY SCHOOL,ST. LUCIE,k12
ST. LUCIE WEST CENTENNIAL HIGH,ST. LUCIE,k12
ST. LUCIE WEST K-8 SCHOOL,ST. LUCIE,k12
ST. LUKE CATHOLIC,PALM BEACH,k12
ST. LUKE'S LUTHERAN SCHOOL,SEMINOLE,k12
ST. MARGARET MARY,ORANGE,k12
ST. MARK CATHOLIC SCHOOL,BROWARD,k12
ST. MARK'S EPISCOPAL ACADEMY,BREVARD,k12
ST. MARK'S EPISCOPAL SCHOOL,PALM BEACH,k12
ST. MARKS EPISCOPAL SCHOOL,BROWARD,k12
ST. MARTHA,SARASOTA,k12
ST. MARY ACADEMY,SARASOTA,k12
ST. MARY MAGDALEN CATHOLIC SCHOOL,SEMINOLE,k12
ST. MARY SCHOOL,OKALOOSA,k12
ST. MARY'S EPISCOPAL DAY SCHOOL,HILLSBOROUGH,k12
ST. MARYS CATHEDRAL,MIAMI-DADE,k12
ST. MARYS CATHOLIC SCHOOL,BREVARD,k12
ST. MARYS EPISCOPAL DAY SCHOOL,HILLSBOROUGH,k12
ST. MATTHEWS CATHOLIC SCHOOL,DUVAL,k12
ST. MICHAEL LUTHERAN SCHOOL,LEE,k12
ST. MICHAEL THE ARCHANGEL,MIAMI-DADE,k12
ST. MICHAEL'S ACADEMY,NASSAU,k12
ST. PATRICK INTERPARISH SCHOOL,ALACHUA,k12
ST. PATRICK SCHOOL,MIAMI-DADE,k12
ST. PATRICK SCHOOL,PINELLAS,k12
ST. PATRICKS,DUVAL,k12
ST. PAUL CATHOLIC,ESCAMBIA,k12
ST. PAUL CATHOLIC SCHOOL,PINELLAS,k12
ST. PAUL CATHOLIC SCHOOL,VOLUSIA,k12
ST. PAUL CHRISTIAN SCHOOL,OKALOOSA,k12
ST. PAUL CHRISTIAN SCHOOL,MARION,k12
ST. PAUL LUTHERAN SCHOOL,POLK,k12
ST. PAUL LUTHERAN SCHOOL,PALM BEACH,k12
ST. PAUL UNITED METHODIST SCHOOL,SANTA ROSA,k12
ST. PAUL'S CATHOLIC - BEACH,DUVAL,k12
ST. PAUL'S CATHOLIC SCHOOL,DUVAL,k12
ST. PAUL'S CATHOLIC SCHOOL,LAKE,k12
ST. PAUL'S CHRISTIAN PRESCHOOL,MARION,k12
ST. PAUL'S LUTHERAN SCHOOL,CITRUS,k12
ST. PAUL'S SCHOOL,PINELLAS,k12
ST. PETER CLAVER,HILLSBOROUGH,k12
ST. PETER'S ACADEMY,INDIAN RIVER,k12
ST. PETERS CATHOLIC SCHOOL,VOLUSIA,k12
ST. PETERSBURG CATHOLIC HIGH SCHOOL,PINELLAS,k12
ST. PETERSBURG CHRISTIAN SCHOOL,PINELLAS,k12
ST. PETERSBURG COLLEGE,PINELLAS,university
ST. PETERSBURG COLLEGE- CLEARWATER CAMPUS,PINELLAS,university
ST. PETERSBURG COLLEGE- DOWNTOWN CENTER,PINELLAS,university
ST. PETERSBURG COLLEGE- SEMINOLE CAMPUS,PINELLAS,university
ST. PETERSBURG COLLEGE- TARPON SPRINGS CAMPUS,PINELLAS,university
ST. PETERSBURG COLLEGIATE HIGH SCHOOL NORTH PINELLA,PINELLAS,k12
ST. PETERSBURG HIGH SCHOOL,PINELLAS,k12
ST. PHILIP'S EPISCOPAL SCHOOL,MIAMI-DADE,k12
ST. RAPHAEL CATHOLIC SCHOOL,PINELLAS,k12
ST. ROSE OF LIMA,MIAMI-DADE,k12
ST. STEPHEN CATHOLIC SCHOOL,HILLSBOROUGH,k12
ST. STEPHEN'S EPISCOPAL DAY SCHOOL,MIAMI-DADE,k12
ST. STEPHEN'S EPISCOPAL SCHOOL,MANATEE,k12
ST. TERESA CATHOLIC SCHOOL,BREVARD,k12
ST. THERESA CATHOLIC SCHOOL,MIAMI-DADE,k12
ST. THOMAS AQUINAS HIGH SCHOOL,BROWARD,k12
ST. THOMAS AQUINAS SCHOOL,OSCEOLA,k12
ST. THOMAS THE APOSTLE,MIAMI-DADE,k12
ST. THOMAS UNIVERSITY,MIAMI-DADE,university
ST. TIMOTHY CATHOLIC PARISH SCHOOL,MIAMI-DADE,k12
ST. VINCENT FERRER,PALM BEACH,k12
ST. VINCENT RIVERSIDE HOSPITAL/ ORANGE PARK MEDICAL CENTER,DUVAL,university
STANLEY SWITLIK ELEMENTARY SCHOOL,MONROE,k12
STANTON COLLEGE PREPARATORY,DUVAL,k12
STANTON-WEIRSDALE ELEMENTARY SCHOOL,MARION,k12
STAR CHRISTIAN ACADEMY,ALACHUA,k12
STARCHILD ACADEMY HUNTER'S CREEK,ORANGE,k12
STARCHILD ACADEMY LAKE MARY,SEMINOLE,k12
STARCHILD ACADEMY WINTER GARDEN,ORANGE,k12
STARKE ELEMENTARY SCHOOL,BRADFORD,k12
STARKEY ELEMENTARY SCHOOL,PINELLAS,k12
STARLIGHT COVE ELEMENTARY SCHOOL,PALM BEACH,k12
STARS GLOBAL PREPARATORY,MIAMI-DADE,k12
STATE COLLEGE OF FLA COLLEGIATE SCHOOL-VENICE,SARASOTA,k12
STATE COLLEGE OF FLORIDA COLLEGIATE SCHOOL,MANATEE,k12
"STATE COLLEGE OF FLORIDA, SARASOTA-MANATEE",MANATEE,university
STEINBRENNER HIGH SCHOOL,HILLSBOROUGH,k12
STEINHATCHEE SCHOOL,TAYLOR,k12
STELLAR LEADERSHIP ACADEMY,MIAMI-DADE,k12
STENSTROM ELEMENTARY SCHOOL,SEMINOLE,k12
STEPHEN FOSTER ELEMENTARY SCHOOL,ALACHUA,k12
STEPHEN FOSTER ELEMENTARY SCHOOL,BROWARD,k12
STEPS FOR LEARNING PRESCHOOL CENTER,MIAMI-DADE,k12
STERLING PARK ELEMENTARY SCHOOL,SEMINOLE,k12
STETSON BAPTIST CHRISTIAN SCHOOL,VOLUSIA,k12
STETSON UNIVERSITY,VOLUSIA,university
STETSON UNIVERSITY COLLEGE OF LAW,PINELLAS,university
STEWART MIDDLE MAGNET SCHOOL,HILLSBOROUGH,k12
STEWART STREET ELEMENTARY SCHOOL,GADSDEN,k12
STEWART TREATMENT CENTER,VOLUSIA,k12
STILWELL MILITARY ACADEMY OF LEADERSHIP,DUVAL,k12
STIRLING ELEMENTARY SCHOOL,BROWARD,k12
STONE COAST ACADEMY,MIAMI-DADE,k12
STONE LAKES ELEMENTARY SCHOOL,ORANGE,k12
STONE MAGNET MIDDLE SCHOOL,BREVARD,k12
STONEWALL JACKSON ELEMENTARY SCHOOL,DUVAL,k12
STONEWALL JACKSON MIDDLE,ORANGE,k12
STORM GROVE MIDDLE SCHOOL,INDIAN RIVER,k12
STOWERS ELEMENTARY SCHOOL,HILLSBOROUGH,k12
STRANAHAN HIGH SCHOOL,BROWARD,k12
STRAWBERRY CREST HIGH SCHOOL,HILLSBOROUGH,k12
STRAYER UNIVERSITY,BROWARD,university
STRIVE ACADEMY,PINELLAS,k12
STUART MIDDLE SCHOOL,MARTIN,k12
STUDENT LEADERSHIP ACADEMY,SARASOTA,k12
SUCCESS ACADEMY,ESCAMBIA,k12
SUCCESS ACADEMY,LEE,k12
SUCCESS ACADEMY AT GHAZVINI LEARNING CENTER,LEON,k12
SUGAR MILL ELEMENTARY SCHOOL,VOLUSIA,k12
SUGARLOAF SCHOOL,MONROE,k12
SULPHUR SPRINGS K-8 SCHOOL,HILLSBOROUGH,k12
SUMMERFIELD CROSSINGS ELEMENTARY SCHOOL,HILLSBOROUGH,k12
SUMMERFIELD ELEMENTARY SCHOOL,HILLSBOROUGH,k12
SUMMERLAKE ELEMENTARY SCHOOL,ORANGE,k12
SUMMERS ELEMENTARY SCHOOL,COLUMBIA,k12
SUMMERVILLE ADVANTAGE ACADEMY,MIAMI-DADE,k12
SUMMIT ACADEMY CHARTER SCHOOL,BROWARD,k12
SUMMIT-QUESTA MONTESSORI SCHOOL,BROWARD,k12
SUMNER HIGH SCHOOL,HILLSBOROUGH,k12
SUMTER DISTRICT OFFICE,SUMTER,k12
SUMTER PREP ACADEMY,SUMTER,k12
SUN 'N LAKE ELEMENTARY SCHOOL,HIGHLANDS,k12
SUN BLAZE ELEMENTARY SCHOOL,ORANGE,k12
SUN GROVE MONTESSORI SCHOOL,ST. LUCIE,k12
SUNCOAST COMMUNITY HIGH SCHOOL,PALM BEACH,k12
SUNCOAST ELEMENTARY SCHOOL,HERNANDO,k12
SUNCOAST HIGH ADULT EDUCATION CENTER,PALM BEACH,k12
SUNCOAST POLYTECHNICAL HIGH SCHOOL,SARASOTA,k12
SUNCOAST PRIMARY SCHOOL,INDIAN RIVER,k12
SUNCOAST SCHOOL FOR INNOVATIVE STUDIES,SARASOTA,k12
SUNCOAST TECHNICAL COLLEGE,SARASOTA,university
SUNCOAST TECHNICAL COLLEGE- NORTH PORT BRANCH,SARASOTA,university
SUNCOAST TECHNICAL EDUCATIONAL CENTER - MAIN CAMPUS,HERNANDO,k12
SUNED HIGH OF SOUTH BROWARD,BROWARD,k12
SUNED HIGH SCHOOL OF NORTH BROWARD,BROWARD,k12
SUNFIRE HIGH SCHOOL FORT LAUDERDALE,BROWARD,k12
SUNFLOWERS ACADEMY,MIAMI-DADE,k12
SUNLAKE ACADEMY OF MATH AND SCIENCES,HILLSBOROUGH,k12
SUNLAKE HIGH ADULT EDUCATION,PASCO,k12
SUNLAKE HIGH SCHOOL,PASCO,k12
SUNLAND PARK ACADEMY,BROWARD,k12
SUNLIGHT CHRISTIAN ACADEMY,ST. LUCIE,k12
SUNRAY ELEMENTARY SCHOOL,PASCO,k12
SUNRIDGE ELEMENTARY SCHOOL,ORANGE,k12
SUNRIDGE MIDDLE SCHOOL,ORANGE,k12
SUNRISE ACADEMY,VOLUSIA,k12
SUNRISE ACADEMY OF EXCELLENCE,ST. LUCIE,k12
SUNRISE ELEMENTARY SCHOOL,VOLUSIA,k12
SUNRISE ELEMENTARY SCHOOL,OSCEOLA,k12
SUNRISE ELEMENTARY SCHOOL,ORANGE,k12
SUNRISE ELEMENTARY SCHOOL,MARION,k12
SUNRISE ELEMENTARY SCHOOL,BREVARD,k12
SUNRISE MIDDLE SCHOOL,BROWARD,k12
SUNRISE PARK ELEMENTARY SCHOOL,PALM BEACH,k12
SUNRISE SCHOOL OF MIAMI INC.,MIAMI-DADE,k12
SUNSET ELEMENTARY SCHOOL,MIAMI-DADE,k12
SUNSET HILLS ELEMENTARY SCHOOL,PINELLAS,k12
SUNSET LAKES ELEMENTARY SCHOOL,BROWARD,k12
SUNSET PALMS ELEMENTARY SCHOOL,PALM BEACH,k12
SUNSET PARK ELEMENTARY SCHOOL,MIAMI-DADE,k12
SUNSET PARK ELEMENTARY SCHOOL,ORANGE,k12
SUNSHINE ACADEMY,MANATEE,k12
SUNSHINE CHILDCARE PRESCHOOL CENTER,MIAMI-DADE,k12
SUNSHINE ELEMENTARY SCHOOL,ORANGE,k12
SUNSHINE ELEMENTARY SCHOOL,BROWARD,k12
SUNSHINE ELEMENTARY SCHOOL,LEE,k12
SUNSHINE ELEMENTARY SCHOOL CHARTER SCHOOL,BROWARD,k12
SUNSHINE LEARNING MIAMI,MIAMI-DADE,k12
SUNSHINE S LEARNING CENTER,BROWARD,k12
SUNSHINE STATE ACADEMY,BROWARD,k12
SUNSHINE STATE ELITE ACADEMY LLC,OSCEOLA,k12
SUNSTATE ACADEMY,LEE,university
SUNTREE ELEMENTARY SCHOOL,BREVARD,k12
SUNTREE UNITED METHODIST WEEKDAY SCHOOL,BREVARD,k12
SUPER SCHOOL,BROWARD,k12
SURFSIDE ELEMENTARY SCHOOL,BREVARD,k12
SURFSIDE MIDDLE SCHOOL,BAY,k12
SURGE CHRISTIAN ACADEMY,PINELLAS,k12
SUSIE E. TOLBERT ELEMENTARY SCHOOL,DUVAL,k12
SUTHERLAND ELEMENTARY SCHOOL,PINELLAS,k12
SUWANNEE DISTRICT OFFICE,SUWANNEE,k12
SUWANNEE HIGH SCHOOL,SUWANNEE,k12
SUWANNEE MIDDLE SCHOOL,SUWANNEE,k12
SUWANNEE OPPORTUNITY SCHOOL,SUWANNEE,k12
SUWANNEE PINEVIEW ELEMENTARY SCHOOL,SUWANNEE,k12
SUWANNEE RIVERSIDE ELEMENTARY SCHOOL,SUWANNEE,k12
SUWANNEE SPRINGCREST ELEMENTARY SCHOOL,SUWANNEE,k12
SWEETWATER ELEMENTARY SCHOOL,VOLUSIA,k12
SWEETWATER ELEMENTARY SCHOOL,MIAMI-DADE,k12
SWIFT CREEK MIDDLE SCHOOL,LEON,k12
SWIMMING PEN CREEK ELEMENTARY SCHOOL,CLAY,k12
SWITZERLAND POINT MIDDLE SCHOOL,ST. JOHNS,k12
SYLVANIA HEIGHTS ELEMENTARY SCHOOL,MIAMI-DADE,k12
SYMMES ELEMENTARY SCHOOL,HILLSBOROUGH,k12
T'S LEARNING CENTER,DUVAL,k12
T. DEWITT TAYLOR MIDDLE-HIGH SCHOOL,VOLUSIA,k12
T. R. JACKSON PREK CENTER,SANTA ROSA,k12
TABERNACLE BAPTIST CHRISTIAN SCHOOL,INDIAN RIVER,k12
TABERNACLE BAPTIST SCHOOLS,SUWANNEE,k12
TALLAHASSEE CLASSICAL SCHOOL,LEON,k12
TALLAHASSEE COMMUNITY COLLEGE,LEON,university
TALLAHASSEE SCHOOL OF MATH & SCIENCES,LEON,k12
TALLAVANA CHRISTIAN SCHOOL,GADSDEN,k12
TALMUDIC UNIVERSITY,MIAMI-DADE,university
TAMARAC ELEMENTARY SCHOOL,BROWARD,k12
TAMIAMI UNITED METHODIST ELEMENTARY,MIAMI-DADE,k12
TAMPA BAY ACADEMY,HILLSBOROUGH,k12
TAMPA BAY BOULEVARD ELEMENTARY SCHOOL,HILLSBOROUGH,k12
TAMPA BAY CHRISTIAN ACADEMY OF FLORIDA INC,HILLSBOROUGH,k12
TAMPA BAY INTERNATIONAL SCHOOL,PINELLAS,k12
TAMPA BAY TECH HIGH SCHOOL,HILLSBOROUGH,k12
TAMPA BAY TECHNICAL HIGH SCHOOL,HILLSBOROUGH,k12
TAMPA CATHOLIC HIGH SCHOOL INC.,HILLSBOROUGH,k12
TAMPA DAY SCHOOL,HILLSBOROUGH,k12
TAMPA HEIGHTS ELEMENTARY SCHOOL MAGNET,HILLSBOROUGH,k12
TAMPA PALMS ELEMENTARY SCHOOL,HILLSBOROUGH,k12
TAMPA PINNACLE ACADEMY LLC,HILLSBOROUGH,k12
TAMPA PREPARATORY SCHOOL,HILLSBOROUGH,k12
TANGELO PARK ELEMENTARY SCHOOL,ORANGE,k12
TANGLEWOOD ELEMENTARY SCHOOL,LEE,k12
TARA ELEMENTARY SCHOOL,MANATEE,k12
TARPON SPRINGS ELEMENTARY SCHOOL,PINELLAS,k12
TARPON SPRINGS FUNDAMENTAL ELEMENTARY SCHOOL,PINELLAS,k12
TARPON SPRINGS HIGH SCHOOL,PINELLAS,k12
TARPON SPRINGS MIDDLE SCHOOL,PINELLAS,k12
TATUM RIDGE ELEMENTARY SCHOOL,SARASOTA,k12
TAVARES ELEMENTARY SCHOOL,LAKE,k12
TAVARES HIGH SCHOOL,LAKE,k12
TAVARES MIDDLE SCHOOL,LAKE,k12
TAYLOR COUNTY ACCELERATED SCHOOL,TAYLOR,k12
TAYLOR COUNTY ELEMENTARY SCHOOL,TAYLOR,k12
TAYLOR COUNTY HIGH SCHOOL,TAYLOR,k12
TAYLOR COUNTY MIDDLE SCHOOL,TAYLOR,k12
TAYLOR COUNTY PRIMARY SCHOOL,TAYLOR,k12
TAYLOR RANCH ELEMENTARY SCHOOL,SARASOTA,k12
TDR LEARNING ACADEMY,ORANGE,k12
TEAGUE MIDDLE SCHOOL,SEMINOLE,k12
TEAM SUCCESS A SCHOOL OF EXCELLENCE,MANATEE,k12
TEDDER ELEMENTARY SCHOOL,BROWARD,k12
TEMPLE BETH AM DAY SCHOOL,MIAMI-DADE,k12
TEMPLE BETH EMET DAY SCHOOL,BROWARD,k12
TEMPLE BETH ORR,BROWARD,k12
TEMPLE BETH SHOLOM INNOVATIVE SCHOOL,MIAMI-DADE,k12
TEMPLE BETH TORAH,BROWARD,k12
TEMPLE BETH-EL SCHOOL,VOLUSIA,k12
TEMPLE CHRISTIAN ACADEMY,DUVAL,k12
TEMPLE CHRISTIAN SCHOOL,BREVARD,k12
TEMPLE DOR DORIM EARLY CHILDHOOD CENTER,BROWARD,k12
TEMPLE SINAI HOLLYWOOD,BROWARD,k12
TEMPLE SINAI'S EARLY CHILDHOOD ED CENTER,MIAMI-DADE,k12
TEMPLE TERRACE ELEMENTARY SCHOOL,HILLSBOROUGH,k12
TENOROC HIGH SCHOOL,POLK,k12
TEQUESTA TRACE MIDDLE SCHOOL,BROWARD,k12
TERRA ENVIRONMENTAL RESEARCH INSTITUTE,MIAMI-DADE,k12
TERRACE COMMUNITY MIDDLE SCHOOL,HILLSBOROUGH,k12
TERRY PARKER HIGH SCHOOL,DUVAL,k12
THACKER AVENUE ELEMENTARY SCHOOL FOR INTERNATIONAL STUDIES,OSCEOLA,k12
