date,id,name,city,zip,schoolOpeningDate,operatingModel,new_cases_students,new_cases_employee,,https://districtinformation.tnedu.gov/covid-information/search/-1
2021-03-17,240,Fayette County Public Schools,Somerville,38068,2020-08-10,Hybrid-Alt Schedules,,,,
2021-03-24,240,Fayette County Public Schools,Somerville,38068,2020-08-10,Hybrid-Alt Schedules,,,,
2021-04-13,240,Fayette County Public Schools,Somerville,38068,2020-08-10,Hybrid-Alt Schedules,5.0,1.0,,
2021-04-19,240,Fayette County Public Schools,Somerville,38068,2020-08-10,Hybrid-Alt Schedules,5.0,1.0,,
2021-04-26,240,Fayette County Public Schools,Somerville,38068,2020-08-10,Hybrid-Alt Schedules,,,,
2021-04-27,240,Fayette County Public Schools,Somerville,38068,2020-08-10,Hybrid-Alt Schedules,19.0,0.0,,
2021-05-03,240,Fayette County Public Schools,Somerville,38068,2020-08-10,Hybrid-Alt Schedules,19.0,0.0,,
2021-05-04,240,Fayette County Public Schools,Somerville,38068,2020-08-10,Hybrid-Alt Schedules,4.0,0.0,,
2020-09-12,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2020-09-19,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,1.0,0.0,,
2020-10-26,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,1.0,2.0,,
2020-10-29,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,1.0,2.0,,
2020-11-02,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,4.0,6.0,,
2020-11-05,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,4.0,6.0,,
2020-11-09,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,7.0,5.0,,
2020-11-16,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,6.0,4.0,,
2020-11-23,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,4.0,3.0,,
2020-11-30,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,1.0,3.0,,
2021-03-01,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-03-08,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-03-09,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,,,,
2021-03-16,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,1.0,0.0,,
2021-03-17,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,1.0,0.0,,
2021-03-24,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,,,,
2021-04-13,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,,,,
2021-04-19,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,,,,
2021-04-26,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,1.0,0.0,,
2021-04-27,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,0.0,2.0,,
2021-05-03,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,0.0,2.0,,
2021-05-04,521,Fayetteville,Fayetteville,37334,2020-08-03,Hybrid-Parent Choice,0.0,1.0,,
2020-09-12,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2020-09-19,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2020-10-26,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2020-10-29,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2020-11-02,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2020-11-05,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2020-11-09,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2020-11-16,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,6.0,0.0,,
2020-11-23,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2020-11-30,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-03-01,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-03-08,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-03-09,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-03-16,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-03-17,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-03-24,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,,,,
2021-04-13,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-04-19,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-04-26,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-04-27,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-05-03,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-05-04,250,Fentress County,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,,,,
2020-09-12,260,Franklin County,Winchester,37398,2020-08-05,Hybrid-Parent Choice,8.0,2.0,,
2020-09-19,260,Franklin County,Winchester,37398,2020-08-05,Hybrid-Parent Choice,3.0,4.0,,
2020-10-26,260,Franklin County,Winchester,37398,2020-08-05,Hybrid-Parent Choice,0.0,5.0,,
2020-10-29,260,Franklin County,Winchester,37398,2020-08-05,Hybrid-Parent Choice,0.0,5.0,,
2020-11-02,260,Franklin County,Winchester,37398,2020-08-05,Hybrid-Parent Choice,3.0,5.0,,
2020-11-05,260,Franklin County,Winchester,37398,2020-08-05,Hybrid-Parent Choice,3.0,5.0,,
2020-11-09,260,Franklin County,Winchester,37398,2020-08-05,Hybrid-Parent Choice,3.0,10.0,,
2020-11-16,260,Franklin County,Winchester,37398,2020-08-05,Hybrid-Parent Choice,,,,
2020-11-23,260,Franklin County,Winchester,37398,2020-08-05,Hybrid-Parent Choice,15.0,13.0,,
2020-11-30,260,Franklin County,Winchester,37398,2020-08-05,Hybrid-Parent Choice,14.0,12.0,,
2021-03-01,260,Franklin County,Winchester,37398,2020-08-05,In Person-Parent Choice,,,,
2021-03-08,260,Franklin County,Winchester,37398,2020-08-05,In Person-Parent Choice,4.0,3.0,,
2021-03-09,260,Franklin County,Winchester,37398,2020-08-05,In Person-Parent Choice,2.0,0.0,,
2021-03-16,260,Franklin County,Winchester,37398,2020-08-05,In Person-Parent Choice,2.0,2.0,,
2021-03-17,260,Franklin County,Winchester,37398,2020-08-05,In Person-Parent Choice,2.0,2.0,,
2021-03-24,260,Franklin County,Winchester,37398,2020-08-05,In Person-Parent Choice,3.0,4.0,,
2021-04-13,260,Franklin County,Winchester,37398,2020-08-05,In Person-Parent Choice,2.0,0.0,,
2021-04-19,260,Franklin County,Winchester,37398,2020-08-05,In Person-Parent Choice,2.0,0.0,,
2021-04-26,260,Franklin County,Winchester,37398,2020-08-05,In Person-Parent Choice,2.0,1.0,,
2021-04-27,260,Franklin County,Winchester,37398,2020-08-05,In Person-Parent Choice,1.0,0.0,,
2021-05-03,260,Franklin County,Winchester,37398,2020-08-05,In Person-Parent Choice,1.0,0.0,,
2021-05-04,260,Franklin County,Winchester,37398,2020-08-05,In Person-Parent Choice,0.0,1.0,,
2020-09-12,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,,,,
2020-09-19,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,0.0,0.0,,
2020-10-26,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,4.0,1.0,,
2020-10-29,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,4.0,1.0,,
2020-11-02,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,1.0,1.0,,
2020-11-05,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,1.0,1.0,,
2020-11-09,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,0.0,5.0,,
2020-11-16,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,5.0,7.0,,
2020-11-23,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,,,,
2020-11-30,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,5.0,4.0,,
2021-03-01,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,1.0,1.0,,
2021-03-08,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,1.0,1.0,,
2021-03-09,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,7.0,1.0,,
2021-03-16,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,,,,
2021-03-17,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,,,,
2021-03-24,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,0.0,0.0,,
2021-04-13,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,3.0,2.0,,
2021-04-19,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,3.0,2.0,,
2021-04-26,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,4.0,1.0,,
2021-04-27,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,0.0,0.0,,
2021-05-03,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,0.0,0.0,,
2021-05-04,941,Franklin SSD,Franklin,37064,2020-08-24,Hybrid-Parent Choice,0.0,0.0,,
2020-09-12,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,2.0,0.0,,
2020-09-19,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,5.0,1.0,,
2020-10-26,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,0.0,0.0,,
2020-10-29,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,0.0,0.0,,
2020-11-02,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,17.0,0.0,,
2020-11-05,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,17.0,0.0,,
2020-11-09,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,15.0,0.0,,
2020-11-16,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,8.0,0.0,,
2020-11-23,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,0.0,0.0,,
2020-11-30,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,0.0,0.0,,
2021-03-01,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,0.0,0.0,,
2021-03-08,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,0.0,0.0,,
2021-03-09,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,0.0,0.0,,
2021-03-16,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,,,,
2021-03-17,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,,,,
2021-03-24,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,,,,
2021-04-13,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,,,,
2021-04-19,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,,,,
2021-04-26,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,,,,
2021-04-27,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,,,,
2021-05-03,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,,,,
2021-05-04,796,Germantown,Germantown,38138,2020-08-17,Hybrid-Parent Choice,,,,
2020-09-12,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,7.0,0.0,,
2020-09-19,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,,,,
2020-10-26,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2020-10-29,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2020-11-02,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2020-11-05,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2020-11-09,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,11.0,0.0,,
2020-11-16,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,10.0,0.0,,
2020-11-23,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2020-11-30,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-03-01,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-03-08,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-03-09,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-03-16,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-03-17,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-03-24,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-04-13,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,,,,
2021-04-19,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,,,,
2021-04-26,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,,,,
2021-04-27,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-05-03,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2021-05-04,275,Gibson Co Sp Dist,Dyer,38330,2020-08-03,Hybrid-Parent Choice,0.0,0.0,,
2020-09-12,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,3.0,2.0,,
2020-09-19,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,5.0,2.0,,
2020-10-26,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,12.0,3.0,,
2020-10-29,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,12.0,3.0,,
2020-11-02,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,14.0,8.0,,
2020-11-05,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,14.0,8.0,,
2020-11-09,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,13.0,10.0,,
2020-11-16,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,5.0,6.0,,
2020-11-23,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,5.0,6.0,,
2020-11-30,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,5.0,3.0,,
2021-03-01,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,26.0,11.0,,
2021-03-08,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,7.0,4.0,,
2021-03-09,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,3.0,1.0,,
2021-03-16,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,4.0,3.0,,
2021-03-17,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,4.0,3.0,,
2021-03-24,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,4.0,3.0,,
2021-04-13,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,1.0,2.0,,
2021-04-19,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,1.0,2.0,,
2021-04-26,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,2.0,0.0,,
2021-04-27,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,,,,
2021-05-03,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,,,,
2021-05-04,280,Giles County,Pulaski,38478,2020-08-03,Hybrid-Parent Choice,,,,
2020-09-12,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,,,,
2020-09-19,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,4.0,1.0,,
2020-10-26,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,9.0,1.0,,
2020-10-29,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,9.0,1.0,,
2020-11-02,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,3.0,1.0,,
2020-11-05,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,3.0,1.0,,
2020-11-09,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,0.0,0.0,,
2020-11-16,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,7.0,1.0,,
2020-11-23,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,8.0,4.0,,
2020-11-30,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,3.0,2.0,,
2021-03-01,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,,,,
2021-03-08,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,,,,
2021-03-09,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,,,,
2021-03-16,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,,,,
2021-03-17,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,,,,
2021-03-24,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,,,,
2021-04-13,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,,,,
2021-04-19,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,,,,
2021-04-26,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,,,,
2021-04-27,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,,,,
2021-05-03,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,,,,
2021-05-04,290,Grainger County,Rutledge,37861,2020-08-17,Hybrid-Parent Choice,,,,
2020-09-12,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,,,,
2020-09-19,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,,,,
2020-10-26,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2020-10-29,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2020-11-02,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2020-11-05,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2020-11-09,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2020-11-16,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2020-11-23,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,19.0,0.0,,
2020-11-30,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2021-03-01,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2021-03-08,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2021-03-09,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2021-03-16,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2021-03-17,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2021-03-24,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,,,,
2021-04-13,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2021-04-19,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2021-04-26,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2021-04-27,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2021-05-03,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2021-05-04,300,Greene County,Greeneville,37743,2020-08-05,Hybrid-Parent Choice,0.0,0.0,,
2020-09-12,301,Greeneville,Greeneville,37743,2020-08-24,Hybrid-Alt Schedules,,,,
2020-09-19,301,Greeneville,Greeneville,37743,2020-08-24,Hybrid-Alt Schedules,2.0,0.0,,
2020-10-26,301,Greeneville,Greeneville,37743,2020-08-24,Hybrid-Alt Schedules,7.0,1.0,,
2020-10-29,301,Greeneville,Greeneville,37743,2020-08-24,Hybrid-Parent Choice,7.0,1.0,,
2020-11-02,301,Greeneville,Greeneville,37743,2020-08-24,Hybrid-Parent Choice,4.0,1.0,,
2020-11-05,301,Greeneville,Greeneville,37743,2020-08-24,Hybrid-Parent Choice,4.0,1.0,,
2020-11-09,301,Greeneville,Greeneville,37743,2020-08-24,Hybrid-Parent Choice,8.0,2.0,,
2020-11-16,301,Greeneville,Greeneville,37743,2020-08-24,Hybrid-Parent Choice,14.0,3.0,,
2020-11-23,301,Greeneville,Greeneville,37743,2020-08-24,Hybrid-Parent Choice,11.0,6.0,,
2020-11-30,301,Greeneville,Greeneville,37743,2020-08-24,Hybrid-Parent Choice,13.0,6.0,,
2021-03-01,301,Greeneville,Greeneville,37743,2020-08-24,In Person-Parent Choice,2.0,0.0,,
2021-03-08,301,Greeneville,Greeneville,37743,2020-08-24,In Person-Parent Choice,3.0,0.0,,
2021-03-09,301,Greeneville,Greeneville,37743,2020-08-24,In Person-Parent Choice,1.0,0.0,,
2021-03-16,301,Greeneville,Greeneville,37743,2020-08-24,In Person-Parent Choice,0.0,0.0,,
2021-03-17,301,Greeneville,Greeneville,37743,2020-08-24,In Person-Parent Choice,0.0,0.0,,
2021-03-24,301,Greeneville,Greeneville,37743,2020-08-24,In Person-Parent Choice,0.0,0.0,,
2021-04-13,301,Greeneville,Greeneville,37743,2020-08-24,In Person-Parent Choice,12.0,1.0,,
2021-04-19,301,Greeneville,Greeneville,37743,2020-08-24,In Person-Parent Choice,12.0,1.0,,
2021-04-26,301,Greeneville,Greeneville,37743,2020-08-24,In Person-Parent Choice,,,,
2021-04-27,301,Greeneville,Greeneville,37743,2020-08-24,In Person-Parent Choice,10.0,1.0,,
2021-05-03,301,Greeneville,Greeneville,37743,2020-08-24,In Person-Parent Choice,10.0,1.0,,
2021-05-04,301,Greeneville,Greeneville,37743,2020-08-24,In Person-Parent Choice,8.0,0.0,,
2020-09-12,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,2.0,0.0,,
2020-09-19,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,,,,
2020-10-26,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,0.0,0.0,,
2020-10-29,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,0.0,0.0,,
2020-11-02,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,0.0,0.0,,
2020-11-05,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,0.0,0.0,,
2020-11-09,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,4.0,1.0,,
2020-11-16,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,0.0,0.0,,
2020-11-23,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,0.0,0.0,,
2020-11-30,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,0.0,0.0,,
2021-03-01,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,,,,
2021-03-08,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,6.0,0.0,,
2021-03-09,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,0.0,0.0,,
2021-03-16,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,0.0,0.0,,
2021-03-17,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,0.0,0.0,,
2021-03-24,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,,,,
2021-04-13,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,0.0,0.0,,
2021-04-19,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,0.0,0.0,,
2021-04-26,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,,,,
2021-04-27,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,0.0,0.0,,
2021-05-03,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,0.0,0.0,,
2021-05-04,310,Grundy County,Altamont,37301,2020-08-07,Hybrid-Parent Choice,0.0,0.0,,
2020-09-12,320,Hamblen County,Morristown,37813,2020-09-08,Hybrid-Parent Choice,,,,
2020-09-19,320,Hamblen County,Morristown,37813,2020-09-08,Hybrid-Parent Choice,,,,
2020-10-26,320,Hamblen County,Morristown,37813,2020-09-08,Hybrid-Parent Choice,,,,
2020-10-29,320,Hamblen County,Morristown,37813,2020-09-08,Hybrid-Parent Choice,,,,
2020-11-02,320,Hamblen County,Morristown,37813,2020-09-08,Hybrid-Parent Choice,18.0,8.0,,
2020-11-05,320,Hamblen County,Morristown,37813,2020-09-08,Hybrid-Parent Choice,18.0,8.0,,
2020-11-09,320,Hamblen County,Morristown,37813,2020-09-08,Hybrid-Parent Choice,,,,
2020-11-16,320,Hamblen County,Morristown,37813,2020-09-08,Hybrid-Parent Choice,27.0,10.0,,
2020-11-23,320,Hamblen County,Morristown,37813,2020-09-08,Hybrid-Parent Choice,27.0,17.0,,
2020-11-30,320,Hamblen County,Morristown,37813,2020-09-08,Hybrid-Parent Choice,14.0,14.0,,
2021-03-01,320,Hamblen County,Morristown,37813,2020-09-08,Hybrid-Parent Choice,16.0,0.0,,
2021-03-08,320,Hamblen County,Morristown,37813,2020-09-08,Hybrid-Parent Choice,4.0,2.0,,
2021-03-09,320,Hamblen County,Morristown,37813,2020-09-08,Hybrid-Parent Choice,9.0,3.0,,
