date,id,name,city,zip,schoolOpeningDate,operatingModel,new_cases_students,new_cases_employee,,https://districtinformation.tnedu.gov/covid-information/search/-1
2020-09-12,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,0.0,0.0,,
2020-09-19,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,0.0,0.0,,
2020-10-26,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,0.0,3.0,,
2020-10-29,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,0.0,3.0,,
2020-11-02,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,2.0,8.0,,
2020-11-05,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,2.0,8.0,,
2020-11-09,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,4.0,6.0,,
2020-11-16,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,1.0,9.0,,
2020-11-23,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,9.0,1.0,,
2020-11-30,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,3.0,1.0,,
2021-03-01,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,0.0,0.0,,
2021-03-08,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,0.0,0.0,,
2021-03-09,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,0.0,1.0,,
2021-03-16,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,1.0,0.0,,
2021-03-17,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,1.0,0.0,,
2021-03-24,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,0.0,0.0,,
2021-04-13,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,5.0,0.0,,
2021-04-19,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,5.0,0.0,,
2021-04-26,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,0.0,2.0,,
2021-04-27,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,5.0,1.0,,
2021-05-03,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,5.0,1.0,,
2021-05-04,985,Achievement School District,Nashville,37243,2020-08-31,Hybrid-Parent Choice,5.0,1.0,,
2020-09-12,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,2.0,0.0,,
2020-09-19,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,,,,
2020-10-26,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,2.0,3.0,,
2020-10-29,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,2.0,3.0,,
2020-11-02,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,1.0,1.0,,
2020-11-05,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,1.0,1.0,,
2020-11-09,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,,,,
2020-11-16,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,,,,
2020-11-23,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,,,,
2020-11-30,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,5.0,0.0,,
2021-03-01,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,,,,
2021-03-08,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,0.0,0.0,,
2021-03-09,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,0.0,0.0,,
2021-03-16,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,0.0,0.0,,
2021-03-17,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,0.0,0.0,,
2021-03-24,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,0.0,0.0,,
2021-04-13,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,1.0,0.0,,
2021-04-19,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,1.0,0.0,,
2021-04-26,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,0.0,0.0,,
2021-04-27,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,,,,
2021-05-03,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,,,,
2021-05-04,171,Alamo,Alamo,38001,2020-08-24,Hybrid-Parent Choice,,,,
2020-09-12,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,0.0,0.0,,
2020-09-19,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,0.0,0.0,,
2020-10-26,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,1.0,1.0,,
2020-10-29,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,1.0,1.0,,
2020-11-02,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,,,,
2020-11-05,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,,,,
2020-11-09,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,,,,
2020-11-16,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,3.0,5.0,,
2020-11-23,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,21.0,1.0,,
2020-11-30,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,,,,
2021-03-01,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,2.0,1.0,,
2021-03-08,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,3.0,0.0,,
2021-03-09,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,,,,
2021-03-16,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,,,,
2021-03-17,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,,,,
2021-03-24,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,,,,
2021-04-13,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,0.0,0.0,,
2021-04-19,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,0.0,0.0,,
2021-04-26,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,,,,
2021-04-27,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,,,,
2021-05-03,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,,,,
2021-05-04,51,Alcoa,Alcoa,37701,2020-07-22,Hybrid-Parent Choice,,,,
2020-09-12,961,Alvin C York Institute,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,1.0,0.0,,
2020-09-19,961,Alvin C York Institute,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,19.0,0.0,,
2020-10-26,961,Alvin C York Institute,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,3.0,2.0,,
2020-10-29,961,Alvin C York Institute,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,3.0,2.0,,
2020-11-02,961,Alvin C York Institute,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,3.0,0.0,,
2020-11-05,961,Alvin C York Institute,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,3.0,0.0,,
2020-11-09,961,Alvin C York Institute,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,0.0,2.0,,
2020-11-16,961,Alvin C York Institute,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,3.0,1.0,,
2020-11-23,961,Alvin C York Institute,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,4.0,1.0,,
2020-11-30,961,Alvin C York Institute,Jamestown,38556,2020-08-03,Hybrid-Parent Choice,1.0,0.0,,
2021-03-01,961,Alvin C York Institute,Jamestown,38556,2020-08-03,In Person-Parent Choice,0.0,0.0,,
2021-03-08,961,Alvin C York Institute,Jamestown,38556,2020-08-03,In Person-Parent Choice,0.0,0.0,,
2021-03-09,961,Alvin C York Institute,Jamestown,38556,2020-08-03,In Person-Parent Choice,0.0,0.0,,
2021-03-16,961,Alvin C York Institute,Jamestown,38556,2020-08-03,In Person-Parent Choice,0.0,0.0,,
2021-03-17,961,Alvin C York Institute,Jamestown,38556,2020-08-03,In Person-Parent Choice,0.0,0.0,,
2021-03-24,961,Alvin C York Institute,Jamestown,38556,2020-08-03,In Person-Parent Choice,0.0,1.0,,
2021-04-13,961,Alvin C York Institute,Jamestown,38556,2020-08-03,In Person-Parent Choice,,,,
2021-04-19,961,Alvin C York Institute,Jamestown,38556,2020-08-03,In Person-Parent Choice,,,,
2021-04-26,961,Alvin C York Institute,Jamestown,38556,2020-08-03,In Person-Parent Choice,0.0,0.0,,
2021-04-27,961,Alvin C York Institute,Jamestown,38556,2020-08-03,In Person-Parent Choice,0.0,0.0,,
2021-05-03,961,Alvin C York Institute,Jamestown,38556,2020-08-03,In Person-Parent Choice,0.0,0.0,,
2021-05-04,961,Alvin C York Institute,Jamestown,38556,2020-08-03,In Person-Parent Choice,,,,
2020-09-12,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,12.0,4.0,,
2020-09-19,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,15.0,1.0,,
2020-10-26,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2020-10-29,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2020-11-02,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2020-11-05,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2020-11-09,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,12.0,5.0,,
2020-11-16,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,16.0,2.0,,
2020-11-23,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2020-11-30,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,23.0,16.0,,
2021-03-01,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2021-03-08,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2021-03-09,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2021-03-16,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2021-03-17,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2021-03-24,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2021-04-13,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2021-04-19,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2021-04-26,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2021-04-27,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2021-05-03,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2021-05-04,10,Anderson County,Clinton,37716,2020-08-05,Hybrid-Parent Choice,,,,
2020-09-12,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,,,,
2020-09-19,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,2.0,1.0,,
2020-10-26,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2020-10-29,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2020-11-02,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,10.0,0.0,,
2020-11-05,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,10.0,0.0,,
2020-11-09,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,6.0,0.0,,
2020-11-16,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,19.0,0.0,,
2020-11-23,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,9.0,0.0,,
2020-11-30,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2021-03-01,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2021-03-08,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,,,,
2021-03-09,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2021-03-16,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,,,,
2021-03-17,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,,,,
2021-03-24,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2021-04-13,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2021-04-19,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2021-04-26,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2021-04-27,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,,,,
2021-05-03,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,,,,
2021-05-04,793,Arlington,Arlington,38002,2020-08-10,Hybrid-Parent Choice,,,,
2020-09-12,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,0.0,2.0,,
2020-09-19,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,0.0,1.0,,
2020-10-26,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,,,,
2020-10-29,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,,,,
2020-11-02,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,1.0,1.0,,
2020-11-05,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,1.0,1.0,,
2020-11-09,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,2.0,2.0,,
2020-11-16,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,5.0,9.0,,
2020-11-23,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,2.0,5.0,,
2020-11-30,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,7.0,1.0,,
2021-03-01,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,3.0,2.0,,
2021-03-08,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,2.0,2.0,,
2021-03-09,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,4.0,1.0,,
2021-03-16,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,,,,
2021-03-17,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,,,,
2021-03-24,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,,,,
2021-04-13,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,1.0,2.0,,
2021-04-19,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,1.0,2.0,,
2021-04-26,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,5.0,1.0,,
2021-04-27,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,1.0,0.0,,
2021-05-03,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,1.0,0.0,,
2021-05-04,541,Athens,Athens,37303,2020-08-10,Hybrid-Parent Choice,1.0,0.0,,
2020-09-12,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,1.0,1.0,,
2020-09-19,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,,,,
2020-10-26,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2020-10-29,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2020-11-02,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2020-11-05,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2020-11-09,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,6.0,0.0,,
2020-11-16,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2020-11-23,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2020-11-30,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,7.0,0.0,,
2021-03-01,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2021-03-08,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,0.0,0.0,,
2021-03-09,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,,,,
2021-03-16,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,2.0,0.0,,
2021-03-17,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,2.0,0.0,,
2021-03-24,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,,,,
2021-04-13,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,4.0,1.0,,
2021-04-19,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,4.0,1.0,,
2021-04-26,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,,,,
2021-04-27,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,1.0,1.0,,
2021-05-03,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,1.0,1.0,,
2021-05-04,794,Bartlett,Bartlett,38134,2020-08-10,Hybrid-Parent Choice,1.0,0.0,,
2020-09-12,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,19.0,14.0,,
2020-09-19,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,7.0,5.0,,
2020-10-26,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,6.0,1.0,,
2020-10-29,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,6.0,1.0,,
2020-11-02,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,24.0,6.0,,
2020-11-05,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,24.0,6.0,,
2020-11-09,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,8.0,7.0,,
2020-11-16,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,23.0,12.0,,
2020-11-23,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,22.0,11.0,,
2020-11-30,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,,,,
2021-03-01,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,,,,
2021-03-08,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,6.0,2.0,,
2021-03-09,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,6.0,2.0,,
2021-03-16,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,17.0,4.0,,
2021-03-17,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,17.0,4.0,,
2021-03-24,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,37.0,12.0,,
2021-04-13,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,13.0,6.0,,
2021-04-19,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,13.0,6.0,,
2021-04-26,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,7.0,1.0,,
2021-04-27,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,9.0,3.0,,
2021-05-03,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,9.0,3.0,,
2021-05-04,20,Bedford County,Shelbyville,37160,2020-08-03,Hybrid-Parent Choice,5.0,2.0,,
2020-09-12,172,Bells,Bells,38006,2020-08-24,Hybrid-Parent Choice,,,,
2020-09-19,172,Bells,Bells,38006,2020-08-24,Hybrid-Parent Choice,0.0,0.0,,
2020-10-26,172,Bells,Bells,38006,2020-08-24,Hybrid-Parent Choice,,,,
2020-10-29,172,Bells,Bells,38006,2020-08-24,Hybrid-Parent Choice,,,,
2020-11-02,172,Bells,Bells,38006,2020-08-24,Hybrid-Parent Choice,0.0,0.0,,
2020-11-05,172,Bells,Bells,38006,2020-08-24,Hybrid-Parent Choice,0.0,0.0,,
2020-11-09,172,Bells,Bells,38006,2020-08-24,Hybrid-Parent Choice,2.0,0.0,,
2020-11-16,172,Bells,Bells,38006,2020-08-24,Hybrid-Parent Choice,0.0,3.0,,
2020-11-23,172,Bells,Bells,38006,2020-08-24,Hybrid-Parent Choice,0.0,3.0,,
2020-11-30,172,Bells,Bells,38006,2020-08-24,Hybrid-Parent Choice,0.0,2.0,,
2021-03-01,172,Bells,Bells,38006,2020-08-24,In Person,0.0,0.0,,
2021-03-08,172,Bells,Bells,38006,2020-08-24,In Person,,,,
2021-03-09,172,Bells,Bells,38006,2020-08-24,In Person,0.0,0.0,,
2021-03-16,172,Bells,Bells,38006,2020-08-24,In Person,,,,
2021-03-17,172,Bells,Bells,38006,2020-08-24,In Person,,,,
2021-03-24,172,Bells,Bells,38006,2020-08-24,In Person,,,,
2021-04-13,172,Bells,Bells,38006,2020-08-24,In Person,,,,
2021-04-19,172,Bells,Bells,38006,2020-08-24,In Person,,,,
2021-04-26,172,Bells,Bells,38006,2020-08-24,In Person,0.0,0.0,,
2021-04-27,172,Bells,Bells,38006,2020-08-24,In Person,,,,
2021-05-03,172,Bells,Bells,38006,2020-08-24,In Person,,,,
2021-05-04,172,Bells,Bells,38006,2020-08-24,In Person,,,,
2020-09-12,30,Benton County,Camden,38320,2020-08-03,Hybrid-Parent Choice,,,,
2020-09-19,30,Benton County,Camden,38320,2020-08-03,Hybrid-Parent Choice,2.0,1.0,,
2020-10-26,30,Benton County,Camden,38320,2020-08-03,Hybrid-Parent Choice,0.0,2.0,,
2020-10-29,30,Benton County,Camden,38320,2020-08-03,Hybrid-Parent Choice,0.0,2.0,,
2020-11-02,30,Benton County,Camden,38320,2020-08-03,Hybrid-Parent Choice,8.0,3.0,,
2020-11-05,30,Benton County,Camden,38320,2020-08-03,Hybrid-Parent Choice,8.0,3.0,,
2020-11-09,30,Benton County,Camden,38320,2020-08-03,Hybrid-Parent Choice,,,,
2020-11-16,30,Benton County,Camden,38320,2020-08-03,Hybrid-Parent Choice,12.0,12.0,,
2020-11-23,30,Benton County,Camden,38320,2020-08-03,Hybrid-Parent Choice,3.0,5.0,,
2020-11-30,30,Benton County,Camden,38320,2020-08-03,Hybrid-Parent Choice,0.0,4.0,,
2021-03-01,30,Benton County,Camden,38320,2020-08-03,In Person-Parent Choice,0.0,0.0,,
2021-03-08,30,Benton County,Camden,38320,2020-08-03,In Person-Parent Choice,3.0,0.0,,
2021-03-09,30,Benton County,Camden,38320,2020-08-03,In Person-Parent Choice,,,,
2021-03-16,30,Benton County,Camden,38320,2020-08-03,In Person-Parent Choice,0.0,0.0,,
2021-03-17,30,Benton County,Camden,38320,2020-08-03,In Person-Parent Choice,0.0,0.0,,
2021-03-24,30,Benton County,Camden,38320,2020-08-03,In Person-Parent Choice,4.0,0.0,,
2021-04-13,30,Benton County,Camden,38320,2020-08-03,In Person-Parent Choice,6.0,1.0,,
2021-04-19,30,Benton County,Camden,38320,2020-08-03,In Person-Parent Choice,6.0,1.0,,
2021-04-26,30,Benton County,Camden,38320,2020-08-03,In Person-Parent Choice,,,,
2021-04-27,30,Benton County,Camden,38320,2020-08-03,In Person-Parent Choice,3.0,0.0,,
2021-05-03,30,Benton County,Camden,38320,2020-08-03,In Person-Parent Choice,3.0,0.0,,
2021-05-04,30,Benton County,Camden,38320,2020-08-03,In Person-Parent Choice,,,,
2020-09-12,40,Bledsoe County,Pikeville,37367,2020-08-24,Hybrid-Parent Choice,2.0,0.0,,
2020-09-19,40,Bledsoe County,Pikeville,37367,2020-08-24,Hybrid-Parent Choice,,,,
2020-10-26,40,Bledsoe County,Pikeville,37367,2020-08-24,Hybrid-Parent Choice,0.0,1.0,,
2020-10-29,40,Bledsoe County,Pikeville,37367,2020-08-24,Hybrid-Parent Choice,0.0,1.0,,
2020-11-02,40,Bledsoe County,Pikeville,37367,2020-08-24,Hybrid-Parent Choice,1.0,1.0,,
2020-11-05,40,Bledsoe County,Pikeville,37367,2020-08-24,Hybrid-Parent Choice,1.0,1.0,,
2020-11-09,40,Bledsoe County,Pikeville,37367,2020-08-24,Hybrid-Parent Choice,3.0,2.0,,
2020-11-16,40,Bledsoe County,Pikeville,37367,2020-08-24,Hybrid-Parent Choice,2.0,1.0,,
2020-11-23,40,Bledsoe County,Pikeville,37367,2020-08-24,Hybrid-Parent Choice,6.0,8.0,,
2020-11-30,40,Bledsoe County,Pikeville,37367,2020-08-24,Hybrid-Parent Choice,,,,
2021-03-01,40,Bledsoe County,Pikeville,37367,2020-08-24,Remote Only,2.0,1.0,,
2021-03-08,40,Bledsoe County,Pikeville,37367,2020-08-24,Remote Only,2.0,0.0,,
2021-03-09,40,Bledsoe County,Pikeville,37367,2020-08-24,Remote Only,2.0,2.0,,
2021-03-16,40,Bledsoe County,Pikeville,37367,2020-08-24,Remote Only,2.0,4.0,,
2021-03-17,40,Bledsoe County,Pikeville,37367,2020-08-24,Remote Only,2.0,4.0,,
2021-03-24,40,Bledsoe County,Pikeville,37367,2020-08-24,Remote Only,4.0,1.0,,
2021-04-13,40,Bledsoe County,Pikeville,37367,2020-08-24,Remote Only,0.0,0.0,,
2021-04-19,40,Bledsoe County,Pikeville,37367,2020-08-24,Remote Only,0.0,0.0,,
2021-04-26,40,Bledsoe County,Pikeville,37367,2020-08-24,Remote Only,,,,
2021-04-26,40,Bledsoe County,Pikeville,37367,2020-08-24,Remote Only,1.0,0.0,,
2021-04-27,40,Bledsoe County,Pikeville,37367,2020-08-24,Remote Only,1.0,0.0,,
2021-05-03,40,Bledsoe County,Pikeville,37367,2020-08-24,Remote Only,1.0,0.0,,
2021-05-04,40,Bledsoe County,Pikeville,37367,2020-08-24,Remote Only,0.0,0.0,,
2020-09-12,50,Blount County,Maryville,37803,2020-07-24,In Person,0.0,0.0,,
2020-09-19,50,Blount County,Maryville,37803,2020-07-24,In Person,4.0,2.0,,
2020-10-26,50,Blount County,Maryville,37803,2020-07-24,In Person,5.0,4.0,,
2020-10-29,50,Blount County,Maryville,37803,2020-07-24,In Person,5.0,4.0,,
2020-11-02,50,Blount County,Maryville,37803,2020-07-24,In Person,,,,
2020-11-05,50,Blount County,Maryville,37803,2020-07-24,In Person,,,,
2020-11-09,50,Blount County,Maryville,37803,2020-07-24,In Person,10.0,1.0,,
2020-11-16,50,Blount County,Maryville,37803,2020-07-24,In Person,22.0,13.0,,
2020-11-23,50,Blount County,Maryville,37803,2020-07-24,In Person,28.0,17.0,,
2020-11-30,50,Blount County,Maryville,37803,2020-07-24,In Person,25.0,9.0,,
2021-03-01,50,Blount County,Maryville,37803,2020-07-24,In Person,0.0,0.0,,
2021-03-08,50,Blount County,Maryville,37803,2020-07-24,In Person,0.0,0.0,,
