precinct,office,party,mode,votes,city,county,candidate,district,dataverse,year,stage,state,special,writein,state_po,state_fips,state_cen,state_ic
13-10,Governor,all others,total,2,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-2,Governor,democrat,total,152,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-2,Governor,republican,total,83,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-2,Governor,blanks,total,7,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-2,Governor,all others,total,2,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-3,Governor,democrat,total,383,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-3,Governor,republican,total,240,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-3,Governor,blanks,total,15,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-3,Governor,all others,total,0,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-4,Governor,democrat,total,275,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-4,Governor,republican,total,186,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-4,Governor,blanks,total,8,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-4,Governor,all others,total,0,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-5,Governor,democrat,total,309,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-5,Governor,republican,total,211,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-5,Governor,blanks,total,14,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-5,Governor,all others,total,1,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-6,Governor,democrat,total,400,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-6,Governor,republican,total,335,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-6,Governor,blanks,total,15,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-6,Governor,all others,total,4,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-7,Governor,republican,total,433,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-7,Governor,democrat,total,410,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-7,Governor,blanks,total,15,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-7,Governor,all others,total,7,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-8,Governor,democrat,total,350,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-8,Governor,republican,total,340,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-8,Governor,blanks,total,16,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-8,Governor,all others,total,6,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-9,Governor,democrat,total,376,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-9,Governor,republican,total,371,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-9,Governor,blanks,total,25,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
13-9,Governor,all others,total,3,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-1,Governor,democrat,total,616,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-1,Governor,republican,total,342,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-1,Governor,blanks,total,28,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-1,Governor,all others,total,4,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-10,Governor,democrat,total,348,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-10,Governor,republican,total,202,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-10,Governor,blanks,total,23,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-10,Governor,all others,total,2,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-11,Governor,democrat,total,335,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-11,Governor,republican,total,186,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-11,Governor,blanks,total,19,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-11,Governor,all others,total,0,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-12,Governor,democrat,total,201,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-12,Governor,republican,total,119,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-12,Governor,blanks,total,14,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-12,Governor,all others,total,0,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-13,Governor,democrat,total,306,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-13,Governor,republican,total,181,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-13,Governor,blanks,total,13,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-13,Governor,all others,total,2,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-14,Governor,democrat,total,371,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-14,Governor,republican,total,196,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-14,Governor,blanks,total,21,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-14,Governor,all others,total,1,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-2,Governor,democrat,total,688,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-2,Governor,republican,total,367,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-2,Governor,blanks,total,32,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-2,Governor,all others,total,0,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-3,Governor,democrat,total,309,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-3,Governor,republican,total,190,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-3,Governor,blanks,total,12,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-3,Governor,all others,total,0,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-4,Governor,democrat,total,351,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-4,Governor,republican,total,226,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-4,Governor,blanks,total,11,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-4,Governor,all others,total,1,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-5,Governor,democrat,total,257,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-5,Governor,republican,total,175,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-5,Governor,blanks,total,18,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-5,Governor,all others,total,0,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-6,Governor,democrat,total,289,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-6,Governor,republican,total,178,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-6,Governor,blanks,total,11,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-6,Governor,all others,total,0,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-7,Governor,democrat,total,290,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-7,Governor,republican,total,180,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-7,Governor,blanks,total,12,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-7,Governor,all others,total,0,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-8,Governor,democrat,total,358,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-8,Governor,republican,total,230,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-8,Governor,blanks,total,23,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-8,Governor,all others,total,0,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-9,Governor,democrat,total,314,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-9,Governor,republican,total,159,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-9,Governor,blanks,total,16,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
14-9,Governor,all others,total,1,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-1,Governor,democrat,total,378,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-1,Governor,republican,total,255,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-1,Governor,blanks,total,24,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-1,Governor,all others,total,0,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-2,Governor,democrat,total,254,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-2,Governor,republican,total,153,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-2,Governor,blanks,total,11,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-2,Governor,all others,total,4,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-3,Governor,democrat,total,174,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-3,Governor,republican,total,102,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-3,Governor,blanks,total,13,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-3,Governor,all others,total,2,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-4,Governor,democrat,total,554,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-4,Governor,republican,total,302,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-4,Governor,blanks,total,31,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-4,Governor,all others,total,4,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-5,Governor,democrat,total,350,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-5,Governor,republican,total,177,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-5,Governor,blanks,total,16,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-5,Governor,all others,total,0,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-6,Governor,republican,total,231,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-6,Governor,democrat,total,134,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-6,Governor,blanks,total,12,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-6,Governor,all others,total,3,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-7,Governor,democrat,total,295,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-7,Governor,republican,total,170,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-7,Governor,blanks,total,23,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-7,Governor,all others,total,2,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-8,Governor,democrat,total,217,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-8,Governor,republican,total,214,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-8,Governor,blanks,total,15,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-8,Governor,all others,total,1,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-9,Governor,democrat,total,271,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-9,Governor,republican,total,190,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-9,Governor,blanks,total,21,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
15-9,Governor,all others,total,2,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-1,Governor,democrat,total,264,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-1,Governor,republican,total,244,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-1,Governor,blanks,total,15,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-1,Governor,all others,total,0,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-10,Governor,republican,total,509,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-10,Governor,democrat,total,244,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-10,Governor,blanks,total,23,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-10,Governor,all others,total,4,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-11,Governor,republican,total,572,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-11,Governor,democrat,total,350,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-11,Governor,blanks,total,35,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-11,Governor,all others,total,2,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-12,Governor,republican,total,663,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-12,Governor,democrat,total,163,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-12,Governor,blanks,total,35,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-12,Governor,all others,total,2,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-2,Governor,republican,total,287,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-2,Governor,democrat,total,219,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-2,Governor,blanks,total,16,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-2,Governor,all others,total,4,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-3,Governor,democrat,total,417,Boston,Suffolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-3,Governor,republican,total,312,Boston,Suffolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-3,Governor,blanks,total,23,Boston,Suffolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
16-3,Governor,all others,total,2,Boston,Suffolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
