school,county,start_date,new_cases,new_cases_students,new_cases_teachers,new_cases_staff,new_cases_unknown,symptoms_yes,symptoms_no,symptoms_idk,cumulative_cases,cumulative_cases_students,cumulative_cases_teachers,cumulative_cases_staff,cumulative_cases_unknown,new_cases_employee
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,PALM BEACH,2020-11-15,1,0,0,0,1,0,1,0,1,0,0,0,1,0
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,PALM BEACH,2020-11-22,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,PALM BEACH,2020-11-29,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,PALM BEACH,2020-12-06,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,PALM BEACH,2020-12-13,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,PALM BEACH,2020-12-20,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,PALM BEACH,2020-12-27,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,PALM BEACH,2021-01-03,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,PALM BEACH,2021-01-10,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,PALM BEACH,2021-01-17,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,PALM BEACH,2021-01-24,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,PALM BEACH,2021-01-31,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,PALM BEACH,2021-02-07,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI-DADE,2020-12-13,1,1,0,0,0,1,0,0,1,1,0,0,0,0
ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI-DADE,2020-12-20,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI-DADE,2020-12-27,0,0,0,0,0,2,0,0,2,2,0,0,0,0
ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI-DADE,2021-01-03,0,0,0,0,0,2,0,0,2,2,0,0,0,0
ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI-DADE,2021-01-10,0,0,0,0,0,2,0,0,2,2,0,0,0,0
ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI-DADE,2021-01-17,0,0,0,0,0,2,0,0,2,2,0,0,0,0
ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI-DADE,2021-01-24,0,0,0,0,0,2,0,0,2,2,0,0,0,0
ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI-DADE,2021-01-31,0,0,0,0,0,2,0,0,2,2,0,0,0,0
ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI-DADE,2021-02-07,1,1,0,0,0,3,0,0,3,3,0,0,0,0
ADF AIRWAYS MIAMI FLIGHT SCHOOL,MIAMI-DADE,2020-11-08,1,1,0,0,0,1,0,0,1,1,0,0,0,0
ADF AIRWAYS MIAMI FLIGHT SCHOOL,MIAMI-DADE,2020-11-15,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ADF AIRWAYS MIAMI FLIGHT SCHOOL,MIAMI-DADE,2020-11-22,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ADF AIRWAYS MIAMI FLIGHT SCHOOL,MIAMI-DADE,2020-11-29,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ADF AIRWAYS MIAMI FLIGHT SCHOOL,MIAMI-DADE,2020-12-06,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ADF AIRWAYS MIAMI FLIGHT SCHOOL,MIAMI-DADE,2020-12-13,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ADF AIRWAYS MIAMI FLIGHT SCHOOL,MIAMI-DADE,2020-12-20,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ADF AIRWAYS MIAMI FLIGHT SCHOOL,MIAMI-DADE,2020-12-27,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ADF AIRWAYS MIAMI FLIGHT SCHOOL,MIAMI-DADE,2021-01-03,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ADF AIRWAYS MIAMI FLIGHT SCHOOL,MIAMI-DADE,2021-01-10,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ADF AIRWAYS MIAMI FLIGHT SCHOOL,MIAMI-DADE,2021-01-17,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ADF AIRWAYS MIAMI FLIGHT SCHOOL,MIAMI-DADE,2021-01-24,1,1,0,0,0,2,0,0,2,2,0,0,0,0
ADF AIRWAYS MIAMI FLIGHT SCHOOL,MIAMI-DADE,2021-01-31,1,1,0,0,0,3,0,0,3,3,0,0,0,0
ADF AIRWAYS MIAMI FLIGHT SCHOOL,MIAMI-DADE,2021-02-07,1,1,0,0,0,3,1,1,5,5,0,0,0,0
ADVENTHEALTH UNIVERSITY,ORANGE,2020-09-20,0,0,0,0,0,0,1,0,1,1,0,0,0,0
ADVENTHEALTH UNIVERSITY,ORANGE,2020-09-27,1,1,0,0,0,0,2,0,2,2,0,0,0,0
ADVENTHEALTH UNIVERSITY,ORANGE,2020-10-11,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ADVENTHEALTH UNIVERSITY,ORANGE,2020-10-18,0,0,0,0,0,1,1,0,2,2,0,0,0,0
ADVENTHEALTH UNIVERSITY,ORANGE,2020-10-25,0,0,0,0,0,0,1,1,2,2,0,0,0,0
ADVENTHEALTH UNIVERSITY,ORANGE,2020-11-01,0,0,0,0,0,0,1,1,2,2,0,0,0,0
ADVENTHEALTH UNIVERSITY,ORANGE,2020-11-08,1,1,0,0,0,1,1,1,3,3,0,0,0,0
ADVENTHEALTH UNIVERSITY,ORANGE,2020-11-15,0,0,0,0,0,1,1,1,3,3,0,0,0,0
ADVENTHEALTH UNIVERSITY,ORANGE,2020-11-22,0,0,0,0,0,1,1,1,3,3,0,0,0,0
ADVENTHEALTH UNIVERSITY,ORANGE,2020-11-29,0,0,0,0,0,1,1,1,3,3,0,0,0,0
ADVENTHEALTH UNIVERSITY,ORANGE,2020-12-06,0,0,0,0,0,2,1,1,4,3,0,0,1,0
ADVENTHEALTH UNIVERSITY,ORANGE,2020-12-13,0,0,0,0,0,2,1,1,4,3,0,0,1,0
ADVENTHEALTH UNIVERSITY,ORANGE,2020-12-20,0,0,0,0,0,2,1,1,4,3,0,0,1,0
ADVENTHEALTH UNIVERSITY,ORANGE,2020-12-27,0,0,0,0,0,3,1,1,5,3,0,1,1,0
ADVENTHEALTH UNIVERSITY,ORANGE,2021-01-03,0,0,0,0,0,3,1,1,5,3,0,1,1,0
ADVENTHEALTH UNIVERSITY,ORANGE,2021-01-10,0,0,0,0,0,3,1,1,5,3,0,1,1,0
ADVENTHEALTH UNIVERSITY,ORANGE,2021-01-17,0,0,0,0,0,3,1,1,5,3,0,1,1,0
ADVENTHEALTH UNIVERSITY,ORANGE,2021-01-24,0,0,0,0,0,3,1,1,5,3,0,1,1,0
ADVENTHEALTH UNIVERSITY,ORANGE,2021-01-31,0,0,0,0,0,3,1,1,5,3,0,1,1,0
ADVENTHEALTH UNIVERSITY,ORANGE,2021-02-07,0,0,0,0,0,3,1,1,5,3,0,1,1,0
ADVENTHEALTH UNIVERSITY,ORANGE,2021-02-14,0,0,0,0,0,3,1,0,4,2,0,1,1,0
ADVENTHEALTH UNIVERSITY,ORANGE,2021-02-21,1,1,0,0,0,4,1,0,5,3,0,1,1,0
ADVENTHEALTH UNIVERSITY,ORANGE,2021-02-28,0,0,0,0,0,4,1,0,5,3,0,1,1,0
ADVENTHEALTH UNIVERSITY,ORANGE,2021-03-07,0,0,0,0,0,4,1,0,5,3,0,1,1,0
ALCO POINCIANA,OSCEOLA,2020-12-13,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ALCO POINCIANA,OSCEOLA,2020-12-20,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ALCO POINCIANA,OSCEOLA,2020-12-27,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ALCO POINCIANA,OSCEOLA,2021-01-03,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ALCO POINCIANA,OSCEOLA,2021-01-10,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ALCO POINCIANA,OSCEOLA,2021-01-17,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ALCO POINCIANA,OSCEOLA,2021-01-24,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ALCO POINCIANA,OSCEOLA,2021-01-31,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ALCO POINCIANA,OSCEOLA,2021-02-07,0,0,0,0,0,1,0,0,1,0,0,0,1,0
AMERICAN MEDICAL ACADEMY,MIAMI-DADE,2020-12-06,1,0,0,0,1,1,0,0,1,0,0,0,1,0
AMERICAN MEDICAL ACADEMY,MIAMI-DADE,2020-12-13,0,0,0,0,0,1,0,0,1,0,0,0,1,0
AMERICAN MEDICAL ACADEMY,MIAMI-DADE,2020-12-20,0,0,0,0,0,1,0,0,1,0,0,0,1,0
AMERICAN MEDICAL ACADEMY,MIAMI-DADE,2020-12-27,0,0,0,0,0,1,0,0,1,0,0,0,1,0
AMERICAN MEDICAL ACADEMY,MIAMI-DADE,2021-01-03,0,0,0,0,0,1,0,0,1,0,0,0,1,0
AMERICAN MEDICAL ACADEMY,MIAMI-DADE,2021-01-10,0,0,0,0,0,1,0,0,1,0,0,0,1,0
AMERICAN MEDICAL ACADEMY,MIAMI-DADE,2021-01-17,0,0,0,0,0,1,0,0,1,0,0,0,1,0
AMERICAN MEDICAL ACADEMY,MIAMI-DADE,2021-01-24,0,0,0,0,0,1,0,0,1,0,0,0,1,0
AMERICAN MEDICAL ACADEMY,MIAMI-DADE,2021-01-31,0,0,0,0,0,1,0,0,1,0,0,0,1,0
AMERICAN MEDICAL ACADEMY,MIAMI-DADE,2021-02-07,0,0,0,0,0,1,0,0,1,0,0,0,1,0
AMERICAN UNIVERSITY OF THE CARIBBEAN,BROWARD,2020-11-22,1,1,0,0,0,1,0,0,1,1,0,0,0,0
AMERICAN UNIVERSITY OF THE CARIBBEAN,BROWARD,2020-11-29,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AMERICAN UNIVERSITY OF THE CARIBBEAN,BROWARD,2020-12-06,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AMERICAN UNIVERSITY OF THE CARIBBEAN,BROWARD,2020-12-13,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AMERICAN UNIVERSITY OF THE CARIBBEAN,BROWARD,2020-12-20,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AMERICAN UNIVERSITY OF THE CARIBBEAN,BROWARD,2020-12-27,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AMERICAN UNIVERSITY OF THE CARIBBEAN,BROWARD,2021-01-03,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AMERICAN UNIVERSITY OF THE CARIBBEAN,BROWARD,2021-01-10,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AMERICAN UNIVERSITY OF THE CARIBBEAN,BROWARD,2021-01-17,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AMERICAN UNIVERSITY OF THE CARIBBEAN,BROWARD,2021-01-24,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AMERICAN UNIVERSITY OF THE CARIBBEAN,BROWARD,2021-01-31,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AMERICAN UNIVERSITY OF THE CARIBBEAN,BROWARD,2021-02-07,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2020-09-27,1,0,1,0,0,1,0,0,1,0,1,0,0,1
AMOS P. GODBY HIGH SCHOOL,LEON,2020-10-11,1,0,1,0,0,0,0,0,0,0,0,0,0,1
AMOS P. GODBY HIGH SCHOOL,LEON,2020-10-18,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2020-10-25,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2020-11-01,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2020-11-08,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2020-11-15,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2020-11-22,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2020-11-29,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2020-12-06,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2020-12-13,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2020-12-20,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2020-12-27,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2021-01-03,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2021-01-10,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2021-01-17,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2021-01-24,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2021-01-31,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2021-02-07,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2021-02-14,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2021-02-21,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2021-02-28,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMOS P. GODBY HIGH SCHOOL,LEON,2021-03-07,0,0,0,0,0,1,0,0,1,0,1,0,0,0
ARTISTIC NAILS & BEAUTY ACADEMY,HILLSBOROUGH,2020-12-27,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ARTISTIC NAILS & BEAUTY ACADEMY,HILLSBOROUGH,2021-01-03,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ARTISTIC NAILS & BEAUTY ACADEMY,HILLSBOROUGH,2021-01-10,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ARTISTIC NAILS & BEAUTY ACADEMY,HILLSBOROUGH,2021-01-17,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ARTISTIC NAILS & BEAUTY ACADEMY,HILLSBOROUGH,2021-01-24,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ARTISTIC NAILS & BEAUTY ACADEMY,HILLSBOROUGH,2021-01-31,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ARTISTIC NAILS & BEAUTY ACADEMY,HILLSBOROUGH,2021-02-07,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ASA COLLEGE,MIAMI-DADE,2021-01-03,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ASA COLLEGE,MIAMI-DADE,2021-01-10,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ASA COLLEGE,MIAMI-DADE,2021-01-17,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ASA COLLEGE,MIAMI-DADE,2021-01-24,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ASA COLLEGE,MIAMI-DADE,2021-01-31,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ASA COLLEGE,MIAMI-DADE,2021-02-07,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ATA CAREER EDUCATION - FLORIDA,HERNANDO,2020-12-13,2,0,1,1,0,2,0,0,2,0,1,1,0,2
ATA CAREER EDUCATION - FLORIDA,HERNANDO,2020-12-20,0,0,0,0,0,2,0,0,2,0,1,1,0,0
ATA CAREER EDUCATION - FLORIDA,HERNANDO,2020-12-27,0,0,0,0,0,2,0,1,3,1,1,1,0,0
ATA CAREER EDUCATION - FLORIDA,HERNANDO,2021-01-03,0,0,0,0,0,2,0,1,3,1,1,1,0,0
ATA CAREER EDUCATION - FLORIDA,HERNANDO,2021-01-10,0,0,0,0,0,2,0,1,3,1,1,1,0,0
ATA CAREER EDUCATION - FLORIDA,HERNANDO,2021-01-17,1,1,0,0,0,4,0,1,5,3,1,1,0,0
ATA CAREER EDUCATION - FLORIDA,HERNANDO,2021-01-24,0,0,0,0,0,5,0,1,6,4,1,1,0,0
ATA CAREER EDUCATION - FLORIDA,HERNANDO,2021-01-31,0,0,0,0,0,5,0,1,6,4,1,1,0,0
ATA CAREER EDUCATION - FLORIDA,HERNANDO,2021-02-07,0,0,0,0,0,5,0,1,6,4,1,1,0,0
ATA CAREER EDUCATION - FLORIDA,HERNANDO,2021-02-14,0,0,0,0,0,7,0,2,9,7,1,1,0,0
ATA CAREER EDUCATION - FLORIDA,HERNANDO,2021-02-21,1,0,0,0,1,8,0,2,10,7,1,1,1,0
ATA CAREER EDUCATION - FLORIDA,HERNANDO,2021-02-28,0,0,0,0,0,8,0,2,10,7,1,1,1,0
ATA CAREER EDUCATION - FLORIDA,HERNANDO,2021-03-07,0,0,0,0,0,9,0,2,11,8,1,1,1,0
ATLANTIC TECHNICAL COLLEGE,BROWARD,2021-02-07,1,0,0,1,0,1,0,0,1,0,0,1,0,1
ATLANTIS UNIVERSITY,MIAMI-DADE,2020-10-18,1,0,0,1,0,1,0,0,1,0,0,1,0,1
ATLANTIS UNIVERSITY,MIAMI-DADE,2020-10-25,0,0,0,0,0,1,0,0,1,0,0,1,0,0
ATLANTIS UNIVERSITY,MIAMI-DADE,2020-11-01,0,0,0,0,0,1,0,0,1,0,0,1,0,0
ATLANTIS UNIVERSITY,MIAMI-DADE,2020-11-08,0,0,0,0,0,1,0,0,1,0,0,1,0,0
ATLANTIS UNIVERSITY,MIAMI-DADE,2020-11-15,0,0,0,0,0,1,0,0,1,0,0,1,0,0
ATLANTIS UNIVERSITY,MIAMI-DADE,2020-11-22,0,0,0,0,0,1,0,0,1,0,0,1,0,0
ATLANTIS UNIVERSITY,MIAMI-DADE,2020-11-29,0,0,0,0,0,1,0,0,1,0,0,1,0,0
ATLANTIS UNIVERSITY,MIAMI-DADE,2020-12-06,0,0,0,0,0,1,0,0,1,0,0,1,0,0
ATLANTIS UNIVERSITY,MIAMI-DADE,2020-12-13,0,0,0,0,0,1,0,0,1,0,0,1,0,0
ATLANTIS UNIVERSITY,MIAMI-DADE,2020-12-20,0,0,0,0,0,1,0,0,1,0,0,1,0,0
ATLANTIS UNIVERSITY,MIAMI-DADE,2020-12-27,0,0,0,0,0,1,0,0,1,0,0,1,0,0
ATLANTIS UNIVERSITY,MIAMI-DADE,2021-01-03,1,1,0,0,0,2,0,0,2,1,0,1,0,0
ATLANTIS UNIVERSITY,MIAMI-DADE,2021-01-10,0,0,0,0,0,2,0,0,2,1,0,1,0,0
ATLANTIS UNIVERSITY,MIAMI-DADE,2021-01-17,0,0,0,0,0,2,0,0,2,1,0,1,0,0
ATLANTIS UNIVERSITY,MIAMI-DADE,2021-01-24,0,0,0,0,0,2,0,0,2,1,0,1,0,0
ATLANTIS UNIVERSITY,MIAMI-DADE,2021-01-31,0,0,0,0,0,2,0,0,2,1,0,1,0,0
ATLANTIS UNIVERSITY,MIAMI-DADE,2021-02-07,0,0,0,0,0,2,0,0,2,1,0,1,0,0
AVE MARIA UNIVERSITY,COLLIER,2020-10-11,4,4,0,0,0,7,0,0,7,7,0,0,0,0
AVE MARIA UNIVERSITY,COLLIER,2020-10-18,11,8,1,0,2,17,0,1,18,15,1,0,2,1
AVE MARIA UNIVERSITY,COLLIER,2020-10-25,1,1,0,0,0,18,0,1,19,16,1,0,2,0
AVE MARIA UNIVERSITY,COLLIER,2020-11-01,0,0,0,0,0,18,0,1,19,16,1,0,2,0
AVE MARIA UNIVERSITY,COLLIER,2020-11-08,2,1,0,1,0,20,0,1,21,17,1,1,2,1
AVE MARIA UNIVERSITY,COLLIER,2020-11-15,2,2,0,0,0,22,0,1,23,19,1,1,2,0
AVE MARIA UNIVERSITY,COLLIER,2020-11-22,3,3,0,0,0,25,0,1,26,22,1,1,2,0
AVE MARIA UNIVERSITY,COLLIER,2020-11-29,2,1,0,0,1,27,0,1,28,23,1,1,3,0
AVE MARIA UNIVERSITY,COLLIER,2020-12-06,0,0,0,0,0,27,0,1,28,24,1,1,2,0
AVE MARIA UNIVERSITY,COLLIER,2020-12-13,1,1,0,0,0,27,0,2,29,25,1,1,2,0
AVE MARIA UNIVERSITY,COLLIER,2020-12-20,1,1,0,0,0,29,0,1,30,26,1,1,2,0
AVE MARIA UNIVERSITY,COLLIER,2020-12-27,0,0,0,0,0,29,0,1,30,26,1,1,2,0
AVE MARIA UNIVERSITY,COLLIER,2021-01-03,0,0,0,0,0,29,0,1,30,26,1,1,2,0
AVE MARIA UNIVERSITY,COLLIER,2021-01-10,0,0,0,0,0,29,0,1,30,26,1,1,2,0
AVE MARIA UNIVERSITY,COLLIER,2021-01-17,0,0,0,0,0,29,0,1,30,26,1,1,2,0
AVE MARIA UNIVERSITY,COLLIER,2021-01-24,0,0,0,0,0,29,0,1,30,26,1,1,2,0
AVE MARIA UNIVERSITY,COLLIER,2021-01-31,1,1,0,0,0,30,0,1,31,26,1,1,3,0
AVE MARIA UNIVERSITY,COLLIER,2021-02-07,1,1,0,0,0,31,0,1,32,28,1,1,2,0
AVE MARIA UNIVERSITY,COLLIER,2021-02-14,1,0,0,0,1,33,0,1,34,29,1,1,3,0
AVE MARIA UNIVERSITY,COLLIER,2021-02-21,1,1,0,0,0,33,0,1,34,30,1,1,2,0
AVE MARIA UNIVERSITY,COLLIER,2021-02-28,0,0,0,0,0,33,0,1,34,30,1,1,2,0
AVE MARIA UNIVERSITY,COLLIER,2021-03-07,0,0,0,0,0,33,0,1,34,30,1,1,2,0
AVEDA INSTITUTE,BROWARD,2020-10-11,1,1,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE,BROWARD,2020-10-18,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE,BROWARD,2020-10-25,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE,BROWARD,2020-11-01,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE,BROWARD,2020-11-08,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE,BROWARD,2020-11-15,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE,BROWARD,2020-11-22,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE,BROWARD,2020-11-29,1,1,0,0,0,2,0,0,2,2,0,0,0,0
AVEDA INSTITUTE,BROWARD,2020-12-06,1,1,0,0,0,3,0,0,3,3,0,0,0,0
AVEDA INSTITUTE,BROWARD,2020-12-13,0,0,0,0,0,3,0,0,3,3,0,0,0,0
AVEDA INSTITUTE,BROWARD,2020-12-20,0,0,0,0,0,3,0,0,3,3,0,0,0,0
AVEDA INSTITUTE,BROWARD,2020-12-27,0,0,0,0,0,3,0,0,3,3,0,0,0,0
AVEDA INSTITUTE,BROWARD,2021-01-03,0,0,0,0,0,3,0,0,3,3,0,0,0,0
AVEDA INSTITUTE,BROWARD,2021-01-10,0,0,0,0,0,3,0,0,3,3,0,0,0,0
AVEDA INSTITUTE,BROWARD,2021-01-17,0,0,0,0,0,3,0,0,3,3,0,0,0,0
AVEDA INSTITUTE,BROWARD,2021-01-24,0,0,0,0,0,3,0,0,3,3,0,0,0,0
AVEDA INSTITUTE,BROWARD,2021-01-31,0,0,0,0,0,3,0,0,3,3,0,0,0,0
AVEDA INSTITUTE,BROWARD,2021-02-07,0,0,0,0,0,3,0,0,3,3,0,0,0,0
AVEDA INSTITUTE - BRANDON,HILLSBOROUGH,2021-03-07,1,1,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE - TALLAHASSEE,LEON,2020-12-27,1,1,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE - TALLAHASSEE,LEON,2021-01-03,1,1,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE - TALLAHASSEE,LEON,2021-01-10,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE - TALLAHASSEE,LEON,2021-01-17,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE - TALLAHASSEE,LEON,2021-01-24,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE - TALLAHASSEE,LEON,2021-01-31,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE - TALLAHASSEE,LEON,2021-02-07,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE - TALLAHASSEE,LEON,2021-02-14,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE - TALLAHASSEE,LEON,2021-02-21,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE - TALLAHASSEE,LEON,2021-02-28,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE - TALLAHASSEE,LEON,2021-03-07,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE DAVIE,BROWARD,2020-12-27,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE DAVIE,BROWARD,2021-01-03,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE DAVIE,BROWARD,2021-01-10,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE DAVIE,BROWARD,2021-01-17,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE DAVIE,BROWARD,2021-01-24,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE DAVIE,BROWARD,2021-01-31,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVEDA INSTITUTE DAVIE,BROWARD,2021-02-07,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVIATION INSTITUTE OF MAINTENANCE,SEMINOLE,2020-11-08,1,1,0,0,0,1,0,0,1,1,0,0,0,0
AVIATION INSTITUTE OF MAINTENANCE,SEMINOLE,2020-11-15,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVIATION INSTITUTE OF MAINTENANCE,SEMINOLE,2020-11-22,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVIATION INSTITUTE OF MAINTENANCE,SEMINOLE,2020-11-29,0,0,0,0,0,1,0,0,1,1,0,0,0,0
AVIATION INSTITUTE OF MAINTENANCE,SEMINOLE,2020-12-06,0,0,0,0,0,1,0,0,1,1,0,0,0,0
