school,county,start_date,new_cases,new_cases_students,new_cases_teachers,new_cases_staff,new_cases_unknown,symptoms_yes,symptoms_no,symptoms_idk,cumulative_cases,cumulative_cases_students,cumulative_cases_teachers,cumulative_cases_staff,cumulative_cases_unknown,new_cases_employee
MERRITT BROWN MIDDLE SCHOOL,MIAMI-DADE,2020-12-20,0,0,0,0,0,1,0,0,1,0,0,0,1,0
MERRITT BROWN MIDDLE SCHOOL,MIAMI-DADE,2020-12-27,0,0,0,0,0,1,0,0,1,0,0,0,1,0
MERRITT BROWN MIDDLE SCHOOL,MIAMI-DADE,2021-01-03,0,0,0,0,0,1,0,0,1,0,0,0,1,0
MERRITT BROWN MIDDLE SCHOOL,MIAMI-DADE,2021-01-10,0,0,0,0,0,1,0,0,1,0,0,0,1,0
MIAMI DADE COLLEGE,MIAMI-DADE,2020-09-20,1,1,0,0,0,1,0,0,1,1,0,0,0,0
MIAMI DADE COLLEGE,MIAMI-DADE,2020-09-27,0,0,0,0,0,2,0,0,2,1,0,0,1,0
MIAMI DADE COLLEGE,MIAMI-DADE,2020-10-11,2,1,0,0,1,0,0,0,0,0,0,0,0,0
MIAMI DADE COLLEGE,MIAMI-DADE,2020-10-18,2,1,0,0,1,4,0,0,4,2,0,0,2,0
MIAMI DADE COLLEGE,MIAMI-DADE,2020-10-25,1,1,0,0,0,5,0,0,5,3,0,0,2,0
MIAMI DADE COLLEGE,MIAMI-DADE,2020-11-01,1,1,0,0,0,6,0,0,6,4,0,0,2,0
MIAMI DADE COLLEGE,MIAMI-DADE,2020-11-08,1,1,0,0,0,7,0,0,7,5,0,0,2,0
MIAMI DADE COLLEGE,MIAMI-DADE,2020-11-15,3,3,0,0,0,10,0,0,10,8,0,0,2,0
MIAMI DADE COLLEGE,MIAMI-DADE,2020-11-22,4,2,0,0,2,12,1,1,14,10,0,0,4,0
MIAMI DADE COLLEGE,MIAMI-DADE,2020-11-29,5,4,0,0,1,17,1,1,19,14,0,0,5,0
MIAMI DADE COLLEGE,MIAMI-DADE,2020-12-06,2,1,0,0,1,18,1,1,20,14,0,0,6,0
MIAMI DADE COLLEGE,MIAMI-DADE,2020-12-13,3,2,0,0,1,20,2,1,23,16,0,0,7,0
MIAMI DADE COLLEGE,MIAMI-DADE,2020-12-20,3,3,0,0,0,23,2,1,26,19,0,0,7,0
MIAMI DADE COLLEGE,MIAMI-DADE,2020-12-27,2,0,0,1,1,25,2,1,28,21,0,1,6,1
MIAMI DADE COLLEGE,MIAMI-DADE,2021-01-03,3,0,0,1,2,26,2,1,29,21,0,1,7,1
MIAMI DADE COLLEGE,MIAMI-DADE,2021-01-10,4,4,0,0,0,29,3,1,33,25,0,1,7,0
MIAMI DADE COLLEGE,MIAMI-DADE,2021-01-17,2,1,0,1,0,31,4,1,36,27,0,2,7,1
MIAMI DADE COLLEGE,MIAMI-DADE,2021-01-24,3,2,0,0,1,33,5,1,39,29,0,2,8,0
MIAMI DADE COLLEGE,MIAMI-DADE,2021-01-31,1,1,0,0,0,33,6,1,40,30,0,3,7,0
MIAMI DADE COLLEGE,MIAMI-DADE,2021-02-07,5,4,0,1,0,37,7,1,45,34,0,4,7,1
MIAMI DADE COLLEGE,MIAMI-DADE,2021-02-14,2,2,0,0,0,39,8,1,48,36,0,4,8,0
MIAMI DADE COLLEGE,MIAMI-DADE,2021-02-21,4,3,1,0,0,42,8,1,51,38,1,4,8,1
MIAMI DADE COLLEGE,MIAMI-DADE,2021-02-28,1,1,0,0,0,44,8,1,53,39,1,4,9,0
MIAMI DADE COLLEGE,MIAMI-DADE,2021-03-07,1,1,0,0,0,42,8,1,51,38,1,4,8,0
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2020-11-22,1,1,0,0,0,1,0,0,1,1,0,0,0,0
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2020-11-29,0,0,0,0,0,1,0,0,1,1,0,0,0,0
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2020-12-06,0,0,0,0,0,1,0,0,1,1,0,0,0,0
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2020-12-13,1,0,0,0,1,2,0,0,2,1,0,0,1,0
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2020-12-20,0,0,0,0,0,2,0,0,2,1,0,0,1,0
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2020-12-27,0,0,0,0,0,2,1,0,3,1,0,1,1,0
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2021-01-03,0,0,0,0,0,2,1,0,3,1,0,1,1,0
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2021-01-10,0,0,0,0,0,2,1,0,3,1,0,1,1,0
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2021-01-17,1,0,0,1,0,3,1,0,4,1,0,2,1,1
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2021-01-24,1,0,0,1,0,4,1,0,5,1,0,3,1,1
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2021-01-31,1,0,0,0,1,5,1,0,6,1,0,3,2,0
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2021-02-07,1,0,0,1,0,6,1,0,7,1,0,4,2,1
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2021-02-14,0,0,0,0,0,6,1,0,7,1,0,4,2,0
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2021-02-21,0,0,0,0,0,6,1,0,7,1,0,4,2,0
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2021-02-28,0,0,0,0,0,6,1,0,7,1,0,4,2,0
MIAMI DADE COLLEGE- EDUARDO J. PADRÓN CAMPUS,MIAMI-DADE,2021-03-07,0,0,0,0,0,6,1,0,7,1,0,4,2,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2020-10-11,1,1,0,0,0,0,1,0,1,1,0,0,0,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2020-10-18,0,0,0,0,0,0,1,0,1,1,0,0,0,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2020-10-25,0,0,0,0,0,0,1,0,1,1,0,0,0,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2020-11-01,0,0,0,0,0,0,1,0,1,1,0,0,0,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2020-11-08,1,1,0,0,0,1,1,0,2,2,0,0,0,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2020-11-15,0,0,0,0,0,1,1,0,2,2,0,0,0,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2020-11-22,1,0,0,0,1,2,1,0,3,2,0,0,1,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2020-11-29,0,0,0,0,0,2,1,0,3,2,0,0,1,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2020-12-06,0,0,0,0,0,2,1,0,3,2,0,0,1,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2020-12-13,0,0,0,0,0,2,1,0,3,2,0,0,1,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2020-12-20,1,0,0,0,1,3,1,0,4,2,0,0,2,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2020-12-27,1,1,0,0,0,5,2,0,7,5,0,0,2,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2021-01-03,1,1,0,0,0,5,2,0,7,5,0,0,2,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2021-01-10,2,1,0,1,0,7,2,0,9,6,0,1,2,1
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2021-01-17,0,0,0,0,0,7,2,0,9,6,0,1,2,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2021-01-24,0,0,0,0,0,7,2,0,9,6,0,1,2,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2021-01-31,0,0,0,0,0,7,2,0,9,6,0,1,2,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2021-02-07,0,0,0,0,0,7,2,0,9,6,0,1,2,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2021-02-14,0,0,0,0,0,8,2,0,10,7,0,1,2,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2021-02-21,0,0,0,0,0,8,2,0,10,7,0,1,2,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2021-02-28,0,0,0,0,0,8,2,0,10,7,0,1,2,0
MIAMI DADE COLLEGE- HIALEAH CAMPUS,MIAMI-DADE,2021-03-07,0,0,0,0,0,8,2,0,10,7,0,1,2,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2020-10-25,1,0,0,0,1,1,0,0,1,0,0,0,1,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2020-11-01,0,0,0,0,0,1,0,0,1,0,0,0,1,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2020-11-08,0,0,0,0,0,1,0,0,1,0,0,0,1,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2020-11-15,0,0,0,0,0,1,0,0,1,0,0,0,1,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2020-11-22,1,1,0,0,0,2,0,0,2,1,0,0,1,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2020-11-29,0,0,0,0,0,2,0,0,2,1,0,0,1,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2020-12-06,1,1,0,0,0,3,0,0,3,2,0,0,1,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2020-12-13,1,0,0,0,1,4,0,0,4,2,0,0,2,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2020-12-20,0,0,0,0,0,4,0,0,4,2,0,0,2,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2020-12-27,0,0,0,0,0,4,0,0,4,2,0,0,2,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2021-01-03,1,1,0,0,0,5,0,0,5,3,0,0,2,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2021-01-10,0,0,0,0,0,5,0,0,5,3,0,0,2,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2021-01-17,0,0,0,0,0,5,0,0,5,3,0,0,2,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2021-01-24,0,0,0,0,0,5,0,0,5,3,0,0,2,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2021-01-31,0,0,0,0,0,5,0,0,5,3,0,0,2,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2021-02-07,0,0,0,0,0,5,0,0,5,3,0,0,2,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2021-02-14,0,0,0,0,0,5,1,0,6,3,0,0,3,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2021-02-21,0,0,0,0,0,5,1,0,6,3,0,0,3,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2021-02-28,0,0,0,0,0,5,1,0,6,3,0,0,3,0
MIAMI DADE COLLEGE- HOMESTEAD CAMPUS,MIAMI-DADE,2021-03-07,0,0,0,0,0,5,1,0,6,3,0,0,3,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2020-10-11,1,1,0,0,0,2,0,0,2,1,0,1,0,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2020-10-18,0,0,0,0,0,2,0,0,2,1,0,1,0,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2020-10-25,1,1,0,0,0,3,0,0,3,2,0,1,0,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2020-11-01,2,1,0,0,1,4,1,0,5,3,0,1,1,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2020-11-08,2,1,0,0,1,6,1,0,7,4,0,1,2,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2020-11-15,1,1,0,0,0,7,1,0,8,5,0,1,2,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2020-11-22,1,0,1,0,0,8,1,0,9,5,1,1,2,1
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2020-11-29,1,1,0,0,0,9,1,0,10,6,1,1,2,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2020-12-06,2,1,0,0,1,11,1,0,12,7,1,1,3,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2020-12-13,1,1,0,0,0,12,1,0,13,8,1,1,3,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2020-12-20,1,1,0,0,0,13,1,0,14,9,1,1,3,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2020-12-27,1,1,0,0,0,19,1,0,20,14,1,1,4,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2021-01-03,3,1,0,0,2,21,1,0,22,14,1,1,6,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2021-01-10,1,1,0,0,0,21,1,1,23,15,1,1,6,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2021-01-17,4,3,0,0,1,26,1,1,28,18,1,1,8,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2021-01-24,4,3,0,1,0,30,1,1,32,21,1,2,8,1
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2021-01-31,1,1,0,0,0,31,1,1,33,22,1,2,8,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2021-02-07,1,1,0,0,0,32,1,1,34,23,1,2,8,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2021-02-14,0,0,0,0,0,34,2,1,37,24,1,3,9,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2021-02-21,1,1,0,0,0,34,3,1,38,25,1,3,9,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2021-02-28,1,0,0,0,1,35,4,1,40,26,1,3,10,0
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE,2021-03-07,1,1,0,0,0,37,5,2,44,30,1,3,10,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2020-09-20,1,1,0,0,0,2,0,0,2,2,0,0,0,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2020-09-27,0,0,0,0,0,2,0,0,2,2,0,0,0,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2020-10-11,1,1,0,0,0,2,0,0,2,2,0,0,0,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2020-10-18,0,0,0,0,0,2,0,0,2,2,0,0,0,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2020-10-25,0,0,0,0,0,2,0,0,2,2,0,0,0,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2020-11-01,1,1,0,0,0,2,1,0,3,3,0,0,0,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2020-11-08,0,0,0,0,0,2,1,0,3,3,0,0,0,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2020-11-15,2,2,0,0,0,4,1,0,5,5,0,0,0,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2020-11-22,0,0,0,0,0,4,1,0,5,5,0,0,0,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2020-11-29,0,0,0,0,0,4,1,0,5,5,0,0,0,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2020-12-06,1,1,0,0,0,6,1,0,7,7,0,0,0,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2020-12-13,2,1,0,0,1,8,1,0,9,8,0,0,1,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2020-12-20,0,0,0,0,0,8,1,0,9,8,0,0,1,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2020-12-27,2,1,0,1,0,11,2,1,14,11,0,1,2,1
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2021-01-03,2,1,0,1,0,12,2,0,14,11,0,1,2,1
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2021-01-10,1,1,0,0,0,13,2,0,15,12,0,1,2,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2021-01-17,0,0,0,0,0,13,2,0,15,12,0,1,2,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2021-01-24,2,2,0,0,0,15,2,0,17,14,0,1,2,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2021-01-31,1,0,0,1,0,16,2,0,18,14,0,2,2,1
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2021-02-07,2,1,0,0,1,18,2,0,20,15,0,2,3,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2021-02-14,0,0,0,0,0,17,2,0,19,15,0,2,2,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2021-02-21,0,0,0,0,0,17,2,0,19,15,0,2,2,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2021-02-28,0,0,0,0,0,17,2,0,19,15,0,2,2,0
MIAMI DADE COLLEGE- MED CENTER CAMPUS,MIAMI-DADE,2021-03-07,0,0,0,0,0,17,2,0,19,15,0,2,2,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2020-10-11,2,1,0,0,1,2,0,0,2,1,0,0,1,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2020-10-18,1,1,0,0,0,3,0,0,3,2,0,0,1,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2020-10-25,0,0,0,0,0,3,0,0,3,2,0,0,1,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2020-11-01,0,0,0,0,0,3,0,0,3,2,0,0,1,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2020-11-08,3,0,0,1,2,6,0,0,6,2,0,1,3,1
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2020-11-15,1,1,0,0,0,7,0,0,7,3,0,1,3,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2020-11-22,2,0,0,0,2,9,0,0,9,3,0,1,5,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2020-11-29,2,1,0,0,1,11,0,0,11,4,0,1,6,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2020-12-06,3,1,0,0,2,14,0,0,14,5,0,1,8,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2020-12-13,0,0,0,0,0,14,0,0,14,5,0,1,8,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2020-12-20,1,1,0,0,0,15,0,0,15,6,0,1,8,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2020-12-27,0,0,0,0,0,17,0,0,17,8,0,1,8,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2021-01-03,0,0,0,0,0,17,0,0,17,8,0,1,8,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2021-01-10,3,2,0,0,1,20,0,0,20,10,0,1,9,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2021-01-17,2,0,0,2,0,21,0,1,22,10,0,3,9,2
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2021-01-24,3,1,0,2,0,24,0,1,25,11,0,5,9,2
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2021-01-31,0,0,0,0,0,24,0,1,25,11,0,5,9,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2021-02-07,1,0,0,1,0,25,0,1,26,11,0,6,9,1
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2021-02-14,0,0,0,0,0,24,0,1,25,10,0,6,9,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2021-02-21,0,0,0,0,0,25,0,1,26,10,0,7,9,0
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2021-02-28,1,0,0,1,0,25,0,1,26,10,0,7,9,1
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE,2021-03-07,1,1,0,0,0,26,1,2,29,13,0,7,9,0
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2020-11-22,1,0,0,1,0,1,0,0,1,0,0,1,0,1
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2020-11-29,0,0,0,0,0,1,0,0,1,0,0,1,0,0
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2020-12-06,2,2,0,0,0,3,0,0,3,2,0,1,0,0
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2020-12-13,0,0,0,0,0,4,0,0,4,3,0,1,0,0
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2020-12-20,1,1,0,0,0,5,0,0,5,4,0,1,0,0
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2020-12-27,2,1,0,0,1,6,0,1,7,5,0,1,1,0
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2021-01-03,3,2,0,0,1,8,0,0,8,6,0,1,1,0
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2021-01-10,1,1,0,0,0,9,0,0,9,7,0,1,1,0
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2021-01-17,3,2,0,0,1,12,0,0,12,9,0,1,2,0
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2021-01-24,0,0,0,0,0,12,0,0,12,9,0,1,2,0
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2021-01-31,2,2,0,0,0,14,0,0,14,11,0,1,2,0
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2021-02-07,1,1,0,0,0,15,0,0,15,12,0,1,2,0
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2021-02-14,0,0,0,0,0,15,0,0,15,12,0,1,2,0
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2021-02-21,0,0,0,0,0,16,0,0,16,13,0,1,2,0
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2021-02-28,1,1,0,0,0,16,0,0,16,13,0,1,2,0
MIAMI DADE COLLEGE- WEST CAMPUS,MIAMI-DADE,2021-03-07,1,1,0,0,0,16,0,0,16,13,0,1,2,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2020-09-20,1,0,0,0,1,2,0,0,2,1,0,0,1,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2020-09-27,0,0,0,0,0,2,0,0,2,1,0,0,1,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2020-10-11,2,1,0,0,1,4,0,0,4,2,0,0,2,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2020-10-18,2,1,0,0,1,6,0,0,6,3,0,0,3,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2020-10-25,1,1,0,0,0,7,0,0,7,4,0,0,3,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2020-11-01,0,0,0,0,0,7,0,0,7,4,0,0,3,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2020-11-08,0,0,0,0,0,7,0,0,7,4,0,0,3,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2020-11-15,0,0,0,0,0,7,0,0,7,4,0,0,3,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2020-11-22,2,1,1,0,0,9,0,0,9,5,1,0,3,1
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2020-11-29,5,3,0,1,1,13,1,0,14,8,1,1,4,1
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2020-12-06,2,2,0,0,0,15,1,0,16,10,1,1,4,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2020-12-13,0,0,0,0,0,15,1,0,16,10,1,1,4,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2020-12-20,0,0,0,0,0,15,1,0,16,10,1,1,4,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2020-12-27,1,0,0,0,1,18,1,0,19,13,1,1,4,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2021-01-03,1,0,0,0,1,17,2,0,19,13,1,1,4,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2021-01-10,3,2,0,0,1,20,2,0,22,15,1,1,5,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2021-01-17,0,0,0,0,0,19,2,0,21,13,1,1,6,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2021-01-24,3,2,0,1,0,22,2,0,24,15,1,2,6,1
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2021-01-31,1,1,0,0,0,23,2,0,25,16,1,2,6,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2021-02-07,3,2,0,0,1,26,3,0,29,18,1,3,7,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2021-02-14,0,0,0,0,0,27,3,0,30,19,1,3,7,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2021-02-21,0,0,0,0,0,28,4,0,32,21,1,3,7,0
MIAMI DADE COLLEGE- WOLFSON CAMPUS,MIAMI-DADE,2021-02-28,3,3,0,0,0,29,4,0,33,22,1,3,7,0
