date,county,city,population,atleast_onedose,fully_vaccinated,partially_vaccinated,votes_baker,votes_not_baker
2021-03-23,Berkshire,Savoy,620.0,,,,160.0,143.0
2021-03-23,Berkshire,Sheffield,3054.0,,,,795.0,823.0
2021-03-23,Berkshire,Stockbridge,1706.0,,,,551.0,579.0
2021-03-23,Berkshire,Tyringham,242.0,,,,135.0,126.0
2021-03-23,Berkshire,West Stockbridge,1175.0,,,,,
2021-03-23,Berkshire,Williamstown,7178.0,,,,1254.0,1950.0
2021-03-23,Berkshire,Windsor,845.0,,,,246.0,211.0
2021-03-23,Bristol,Acushnet,10449.0,,,,3142.0,1155.0
2021-03-23,Bristol,Attleboro,46517.0,10142.0,,4392.0,11067.0,4866.0
2021-03-23,Bristol,Berkley,6815.0,,,,2142.0,748.0
2021-03-23,Bristol,Dartmouth,37104.0,10379.0,6250.0,4129.0,8766.0,4200.0
2021-03-23,Bristol,Dighton,7927.0,,,,2493.0,777.0
2021-03-23,Bristol,Easton,23741.0,7397.0,3912.0,3485.0,7764.0,2885.0
2021-03-23,Bristol,Fairhaven,16013.0,,,,4924.0,2193.0
2021-03-23,Bristol,Fall River,89317.0,17051.0,9624.0,7427.0,12801.0,7547.0
2021-03-23,Bristol,Freetown,9049.0,2595.0,1433.0,,3003.0,950.0
2021-03-23,Bristol,Mansfield,23631.0,6420.0,3310.0,,7952.0,2965.0
2021-03-23,Bristol,New Bedford,99980.0,18363.0,9755.0,8608.0,12973.0,10768.0
2021-03-23,Bristol,North Attleborough,30326.0,7273.0,,3516.0,,
2021-03-23,Bristol,Norton,19910.0,4936.0,,,5825.0,2048.0
2021-03-23,Bristol,Raynham,15123.0,4327.0,,,4751.0,1466.0
2021-03-23,Bristol,Rehoboth,12713.0,,,,3859.0,1414.0
2021-03-23,Bristol,Seekonk,14013.0,,,,4365.0,1742.0
2021-03-23,Bristol,Somerset,18521.0,5561.0,,,5387.0,2171.0
2021-03-23,Bristol,Swansea,15949.0,4536.0,2477.0,,4812.0,1846.0
2021-03-23,Bristol,Taunton,57573.0,12838.0,6708.0,6130.0,12445.0,5605.0
2021-03-23,Bristol,Westport,16752.0,5373.0,,,4969.0,2292.0
2021-03-23,Dukes,Chilmark (includes Aquinnah),1019.0,,,,,
2021-03-23,Dukes,Edgartown,4086.0,,,,1483.0,931.0
2021-03-23,Dukes,Gosnold,45.0,,,,43.0,14.0
2021-03-23,Dukes,Oak Bluffs,5209.0,,,,1493.0,1077.0
2021-03-23,Dukes,Tisbury,4174.0,,,,1205.0,1113.0
2021-03-23,Dukes,West Tisbury,2871.0,,,,,
2021-03-23,Essex,Amesbury,16598.0,5251.0,,,5390.0,2436.0
2021-03-23,Essex,Andover,36064.0,10854.0,5948.0,4906.0,11893.0,4640.0
2021-03-23,Essex,Beverly,41071.0,13341.0,7736.0,5605.0,12935.0,6038.0
2021-03-23,Essex,Boxford,7640.0,,,,3434.0,1036.0
2021-03-23,Essex,Danvers,28667.0,10498.0,6640.0,3858.0,9622.0,3082.0
2021-03-23,Essex,Essex,3728.0,,,,1455.0,587.0
2021-03-23,Essex,Georgetown,8986.0,,,,3193.0,1018.0
2021-03-23,Essex,Gloucester,28406.0,10234.0,,,9521.0,4381.0
2021-03-23,Essex,Groveland,6846.0,,,,2634.0,858.0
2021-03-23,Essex,Hamilton,7375.0,,,,3005.0,1114.0
2021-03-23,Essex,Haverhill,65939.0,17416.0,8494.0,8922.0,16237.0,7079.0
2021-03-23,Essex,Ipswich,13408.0,5316.0,,,5419.0,2399.0
2021-03-23,Essex,Lawrence,87731.0,15829.0,7623.0,8206.0,7477.0,8072.0
2021-03-23,Essex,Lynn,100824.0,25557.0,14815.0,10742.0,14616.0,10089.0
2021-03-23,Essex,Lynnfield,11593.0,4671.0,,,5070.0,1351.0
2021-03-23,Essex,Manchester,4899.0,,,,,
2021-03-23,Essex,Marblehead,19036.0,7694.0,4689.0,3005.0,8450.0,3171.0
2021-03-23,Essex,Merrimac,6353.0,,,,2542.0,886.0
2021-03-23,Essex,Methuen,53837.0,15526.0,7619.0,7907.0,12919.0,4898.0
2021-03-23,Essex,Middleton,10425.0,3455.0,,,3406.0,901.0
2021-03-23,Essex,Nahant,3234.0,,,,1499.0,602.0
2021-03-23,Essex,Newbury,6605.0,,,,3004.0,1140.0
2021-03-23,Essex,Newburyport,17759.0,7479.0,,,7057.0,3240.0
2021-03-23,Essex,North Andover,30288.0,9484.0,5386.0,4098.0,,
2021-03-23,Essex,Peabody,55967.0,18342.0,11142.0,7200.0,16761.0,5902.0
2021-03-23,Essex,Rockport,6462.0,,,,2942.0,1418.0
2021-03-23,Essex,Rowley,6180.0,,,,2413.0,858.0
2021-03-23,Essex,Salem,45021.0,12572.0,7289.0,5283.0,10733.0,8228.0
2021-03-23,Essex,Salisbury,8853.0,,,,3075.0,917.0
2021-03-23,Essex,Saugus,28486.0,9122.0,,3578.0,8374.0,2999.0
2021-03-23,Essex,Swampscott,13616.0,5487.0,,,5913.0,1980.0
2021-03-23,Essex,Topsfield,5778.0,,,,2689.0,925.0
2021-03-23,Essex,Wenham,5203.0,,,,1593.0,539.0
2021-03-23,Essex,West Newbury,4036.0,,,,,
2021-03-23,Franklin,Ashfield,1695.0,,,,450.0,601.0
2021-03-23,Franklin,Bernardston,2073.0,,,,687.0,365.0
2021-03-23,Franklin,Buckland,1838.0,,,,521.0,455.0
2021-03-23,Franklin,Charlemont (includes Hawley),1458.0,,,,,
2021-03-23,Franklin,Colrain,1582.0,,,,423.0,329.0
2021-03-23,Franklin,Conway,1932.0,,,,574.0,542.0
2021-03-23,Franklin,Deerfield,5308.0,,,,1573.0,1080.0
2021-03-23,Franklin,Erving,2113.0,,,,425.0,226.0
2021-03-23,Franklin,Gill,1672.0,,,,460.0,337.0
2021-03-23,Franklin,Greenfield (includes Leyden),17760.0,5604.0,,2675.0,,
2021-03-23,Franklin,Heath,588.0,,,,210.0,161.0
2021-03-23,Franklin,Leverett,2026.0,,,,367.0,781.0
2021-03-23,Franklin,Monroe,97.0,,,,32.0,16.0
2021-03-23,Franklin,Montague,8453.0,,,,2046.0,1670.0
2021-03-23,Franklin,New Salem,975.0,,,,313.0,222.0
2021-03-23,Franklin,Northfield,2949.0,,,,919.0,589.0
2021-03-23,Franklin,Orange,8125.0,,,,1910.0,755.0
2021-03-23,Franklin,Rowe,336.0,,,,123.0,73.0
2021-03-23,Franklin,Shelburne,1831.0,,,,475.0,547.0
2021-03-23,Franklin,Shutesbury,1742.0,,,,358.0,789.0
2021-03-23,Franklin,Sunderland,3721.0,,,,769.0,829.0
2021-03-23,Franklin,Warwick,734.0,,,,238.0,180.0
2021-03-23,Franklin,Wendell,709.0,,,,179.0,330.0
2021-03-23,Franklin,Whately,1451.0,,,,562.0,335.0
2021-03-23,Hampden,Agawam,28496.0,8015.0,,,9536.0,2524.0
2021-03-23,Hampden,Blandford,1209.0,,,,470.0,134.0
2021-03-23,Hampden,Brimfield,3727.0,,,,1369.0,443.0
2021-03-23,Hampden,Chester,1358.0,,,,447.0,128.0
2021-03-23,Hampden,Chicopee,56710.0,12438.0,6976.0,5462.0,13145.0,5300.0
2021-03-23,Hampden,East Longmeadow,17005.0,5740.0,3397.0,,,
2021-03-23,Hampden,Granville (includes Tolland),1964.0,,,,,
2021-03-23,Hampden,Hampden,4898.0,,,,2017.0,511.0
2021-03-23,Hampden,Holland,2565.0,,,,891.0,260.0
2021-03-23,Hampden,Holyoke,40638.0,8803.0,,,6989.0,5462.0
2021-03-23,Hampden,Longmeadow,15406.0,5890.0,3769.0,2121.0,5950.0,2221.0
2021-03-23,Hampden,Ludlow,20714.0,5972.0,,,6191.0,2001.0
2021-03-23,Hampden,Monson,8390.0,,,,2879.0,901.0
2021-03-23,Hampden,Palmer,11815.0,,,,3561.0,1152.0
2021-03-23,Hampden,Russell,1895.0,,,,553.0,141.0
2021-03-23,Hampden,Southwick,9800.0,,,,3487.0,824.0
2021-03-23,Hampden,Springfield,156245.0,27196.0,15853.0,11343.0,20672.0,17327.0
2021-03-23,Hampden,Wales,1911.0,,,,627.0,181.0
2021-03-23,Hampden,West Springfield,29348.0,6984.0,,,,
2021-03-23,Hampden,Westfield (includes Montgomery),42242.0,9562.0,,4307.0,,
2021-03-23,Hampden,Wilbraham,14533.0,4993.0,,,5547.0,1560.0
2021-03-23,Hampshire,Amherst (includes Pelham),41493.0,6820.0,3884.0,2936.0,,
2021-03-23,Hampshire,Belchertown,16054.0,4651.0,,2132.0,4666.0,2448.0
2021-03-23,Hampshire,Chesterfield,1224.0,,,,405.0,252.0
2021-03-23,Hampshire,Cummington,784.0,,,,243.0,242.0
2021-03-23,Hampshire,Easthampton (includes Westhampton),17905.0,5892.0,,,,
2021-03-23,Hampshire,Goshen,1157.0,,,,331.0,218.0
2021-03-23,Hampshire,Granby,6112.0,,,,2248.0,841.0
2021-03-23,Hampshire,Hadley,5804.0,,,,1571.0,1210.0
2021-03-23,Hampshire,Hatfield,3235.0,,,,1086.0,743.0
2021-03-23,Hampshire,Huntington,2200.0,,,,681.0,271.0
2021-03-23,Hampshire,Middlefield,444.0,,,,165.0,96.0
2021-03-23,Hampshire,Northampton,29199.0,9999.0,6071.0,3928.0,5224.0,10015.0
2021-03-23,Hampshire,Plainfield,626.0,,,,173.0,205.0
2021-03-23,Hampshire,South Hadley,18076.0,5265.0,3077.0,,,
2021-03-23,Hampshire,Southampton,6018.0,,,,2414.0,850.0
2021-03-23,Hampshire,Ware,10160.0,,,,2624.0,847.0
2021-03-23,Hampshire,Williamsburg,2458.0,,,,671.0,886.0
2021-03-23,Hampshire,Worthington,1047.0,,,,399.0,288.0
2021-03-23,Middlesex,Acton,23728.0,6788.0,,3394.0,6774.0,4410.0
2021-03-23,Middlesex,Arlington,45827.0,14033.0,7524.0,6509.0,11516.0,12845.0
2021-03-23,Middlesex,Ashby,3488.0,,,,1247.0,356.0
2021-03-23,Middlesex,Ashland,19700.0,5967.0,,,5438.0,2381.0
2021-03-23,Middlesex,Ayer,8098.0,2235.0,,,2396.0,1016.0
2021-03-23,Middlesex,Bedford,14995.0,4346.0,,,4576.0,2350.0
2021-03-23,Middlesex,Belmont,27409.0,8175.0,,3519.0,7217.0,5774.0
2021-03-23,Middlesex,Billerica,43673.0,11490.0,5823.0,5667.0,13310.0,4764.0
2021-03-23,Middlesex,Boxborough,5073.0,,,,1758.0,993.0
2021-03-23,Middlesex,Burlington,27819.0,8381.0,,3707.0,8228.0,3264.0
2021-03-23,Middlesex,Cambridge,111989.0,26618.0,16172.0,10446.0,15422.0,30968.0
2021-03-23,Middlesex,Carlisle,4723.0,,,,1869.0,1120.0
2021-03-23,Middlesex,Chelmsford,35973.0,11351.0,6154.0,5197.0,12599.0,4456.0
2021-03-23,Middlesex,Concord,18731.0,6992.0,4108.0,2884.0,6193.0,3998.0
2021-03-23,Middlesex,Dracut,32415.0,8743.0,4727.0,4016.0,10298.0,2978.0
2021-03-23,Middlesex,Dunstable,3330.0,,,,1307.0,430.0
2021-03-23,Middlesex,Everett,48552.0,9564.0,5490.0,,5764.0,4599.0
2021-03-23,Middlesex,Framingham,74398.0,21127.0,11839.0,9288.0,15214.0,9176.0
2021-03-23,Middlesex,Groton,11690.0,3183.0,,,4051.0,1786.0
2021-03-23,Middlesex,Holliston,13726.0,4682.0,,2243.0,5421.0,2174.0
2021-03-23,Middlesex,Hopkinton,16382.0,4953.0,,2343.0,5911.0,2100.0
2021-03-23,Middlesex,Hudson,21060.0,6044.0,,,6531.0,2411.0
2021-03-23,Middlesex,Lexington,34080.0,11086.0,6766.0,4320.0,8851.0,7243.0
2021-03-23,Middlesex,Lincoln,8697.0,,,,1966.0,1590.0
2021-03-23,Middlesex,Littleton,9756.0,,,,3671.0,1601.0
2021-03-23,Middlesex,Lowell,116143.0,22195.0,11394.0,10801.0,16738.0,10286.0
2021-03-23,Middlesex,Malden,67654.0,15559.0,8727.0,6832.0,9468.0,8304.0
2021-03-23,Middlesex,Marlborough,43615.0,10356.0,5497.0,4859.0,10229.0,4297.0
2021-03-23,Middlesex,Maynard,10406.0,,,,3405.0,2070.0
2021-03-23,Middlesex,Medford,60761.0,17074.0,9587.0,7487.0,13763.0,11828.0
2021-03-23,Middlesex,Melrose,28989.0,9360.0,5644.0,3716.0,9329.0,5368.0
2021-03-23,Middlesex,Natick,36016.0,11766.0,6114.0,5652.0,11382.0,5967.0
2021-03-23,Middlesex,Newton,91690.0,34329.0,21408.0,12921.0,22689.0,18911.0
2021-03-23,Middlesex,North Reading,16656.0,4906.0,,,,
2021-03-23,Middlesex,Pepperell,12292.0,2795.0,,,4174.0,1345.0
2021-03-23,Middlesex,Reading,27680.0,8598.0,,,9722.0,3722.0
2021-03-23,Middlesex,Sherborn,3774.0,,,,1670.0,742.0
2021-03-23,Middlesex,Shirley,8526.0,,,,2030.0,778.0
2021-03-23,Middlesex,Somerville,75646.0,18257.0,10535.0,7722.0,12222.0,23374.0
2021-03-23,Middlesex,Stoneham,22264.0,8002.0,,3482.0,7937.0,3215.0
2021-03-23,Middlesex,Stow,7245.0,,,,2756.0,1313.0
2021-03-23,Middlesex,Sudbury,17810.0,5841.0,,2679.0,6536.0,3110.0
2021-03-23,Middlesex,Tewksbury,30826.0,9822.0,5422.0,,10876.0,3461.0
2021-03-23,Middlesex,Townsend,9114.0,,,,3162.0,875.0
2021-03-23,Middlesex,Tyngsborough,11979.0,3404.0,,,4279.0,1210.0
2021-03-23,Middlesex,Wakefield,27113.0,8989.0,4938.0,4051.0,9087.0,3816.0
2021-03-23,Middlesex,Waltham,66447.0,16377.0,8929.0,7448.0,13447.0,8931.0
2021-03-23,Middlesex,Watertown,33037.0,11000.0,,,8019.0,7982.0
2021-03-23,Middlesex,Wayland,13218.0,5015.0,,2095.0,4820.0,2730.0
2021-03-23,Middlesex,Westford,23089.0,6841.0,3420.0,3421.0,8597.0,3267.0
2021-03-23,Middlesex,Weston,10982.0,3784.0,,1596.0,3957.0,1611.0
2021-03-23,Middlesex,Wilmington,24460.0,6921.0,,,8558.0,2736.0
2021-03-23,Middlesex,Winchester,22284.0,6999.0,4107.0,2892.0,7718.0,3601.0
2021-03-23,Middlesex,Woburn,41525.0,12114.0,6824.0,5290.0,11828.0,5106.0
2021-03-23,Nantucket,Nantucket,11416.0,,,,2388.0,1817.0
2021-03-23,Norfolk,Avon,4376.0,,,,1339.0,611.0
2021-03-23,Norfolk,Bellingham,18017.0,,,,5557.0,1679.0
2021-03-23,Norfolk,Braintree,39657.0,12713.0,6842.0,5871.0,12094.0,4953.0
2021-03-23,Norfolk,Brookline,64727.0,17706.0,11572.0,6134.0,11489.0,14018.0
2021-03-23,Norfolk,Canton,23173.0,8228.0,4711.0,3517.0,7838.0,3240.0
2021-03-23,Norfolk,Cohasset,7355.0,,,,3358.0,1108.0
2021-03-23,Norfolk,Dedham,27392.0,9038.0,,,8264.0,4175.0
2021-03-23,Norfolk,Dover,5134.0,1901.0,,,2331.0,802.0
2021-03-23,Norfolk,Foxborough,18209.0,5664.0,,,6376.0,2225.0
2021-03-23,Norfolk,Franklin,33920.0,9198.0,4682.0,4516.0,11414.0,3753.0
2021-03-23,Norfolk,Holbrook,11335.0,3224.0,,,3148.0,1367.0
2021-03-23,Norfolk,Medfield,11260.0,3967.0,,,4963.0,1697.0
2021-03-23,Norfolk,Medway,13067.0,,,,4832.0,1592.0
2021-03-23,Norfolk,Millis,7866.0,,,,3226.0,1121.0
2021-03-23,Norfolk,Milton,28747.0,9663.0,5256.0,4407.0,9035.0,5052.0
2021-03-23,Norfolk,Needham,29234.0,11947.0,7122.0,4825.0,10722.0,5723.0
2021-03-23,Norfolk,Norfolk,12493.0,,,,4049.0,1266.0
2021-03-23,Norfolk,Norwood,30257.0,10017.0,,,9047.0,4108.0
2021-03-23,Norfolk,Plainville,9211.0,,,,3144.0,1008.0
2021-03-23,Norfolk,Quincy,101531.0,28158.0,14282.0,13876.0,21583.0,12516.0
2021-03-23,Norfolk,Randolph,34438.0,10192.0,,4826.0,6433.0,5626.0
2021-03-23,Norfolk,Sharon,18280.0,6438.0,,2905.0,5563.0,3230.0
2021-03-23,Norfolk,Stoughton,27679.0,8353.0,,4028.0,7638.0,3578.0
2021-03-23,Norfolk,Walpole,26055.0,8621.0,4857.0,3764.0,9279.0,3037.0
2021-03-23,Norfolk,Wellesley,29713.0,8199.0,4728.0,3471.0,8919.0,4263.0
2021-03-23,Norfolk,Westwood,14695.0,5714.0,,2260.0,6020.0,2271.0
2021-03-23,Norfolk,Weymouth,56177.0,17882.0,9753.0,8129.0,17306.0,7575.0
2021-03-23,Norfolk,Wrentham,11271.0,3955.0,,,4351.0,1240.0
2021-03-23,Plymouth,Abington,18224.0,4810.0,,,5412.0,2000.0
2021-03-23,Plymouth,Bridgewater,28615.0,7714.0,,,7892.0,2724.0
2021-03-23,Plymouth,Brockton,99226.0,21847.0,10232.0,11615.0,14109.0,12581.0
2021-03-23,Plymouth,Carver,12248.0,,,,3915.0,1154.0
2021-03-23,Plymouth,Duxbury,15120.0,5816.0,2910.0,,6586.0,1957.0
2021-03-23,Plymouth,East Bridgewater,14879.0,4019.0,,,,
2021-03-23,Plymouth,Halifax,7644.0,,,,2786.0,909.0
2021-03-23,Plymouth,Hanover,14379.0,4758.0,,,5972.0,1627.0
2021-03-23,Plymouth,Hanson,10764.0,3133.0,,,3950.0,1254.0
2021-03-23,Plymouth,Hingham,24005.0,8019.0,,3383.0,9267.0,3330.0
2021-03-23,Plymouth,Hull,9795.0,,,,3777.0,1705.0
2021-03-23,Plymouth,Kingston,13670.0,,,,4971.0,1539.0
2021-03-23,Plymouth,Lakeville,11368.0,,,,4205.0,1241.0
2021-03-23,Plymouth,Marion,4598.0,,,,2057.0,755.0
2021-03-23,Plymouth,Marshfield,25917.0,9296.0,4742.0,4554.0,10094.0,3338.0
2021-03-23,Plymouth,Mattapoisett,5732.0,,,,2829.0,968.0
2021-03-23,Plymouth,Middleborough,27402.0,6046.0,3294.0,,8021.0,2428.0
2021-03-23,Plymouth,Norwell,10719.0,,,,4534.0,1409.0
2021-03-23,Plymouth,Pembroke,18770.0,5468.0,,,6706.0,2126.0
2021-03-23,Plymouth,Plymouth,62729.0,19606.0,9987.0,9619.0,20963.0,7174.0
2021-03-23,Plymouth,Plympton,3007.0,,,,1154.0,387.0
2021-03-23,Plymouth,Rochester,5676.0,,,,2111.0,709.0
2021-03-23,Plymouth,Rockland,18091.0,4777.0,,,5736.0,1924.0
2021-03-23,Plymouth,Scituate,18099.0,6452.0,,,7865.0,2795.0
2021-03-23,Plymouth,Wareham,24185.0,5573.0,,,6845.0,2658.0
2021-03-23,Plymouth,West Bridgewater,7286.0,,,,,
2021-03-23,Plymouth,Whitman,15539.0,3823.0,,,5031.0,1746.0
2021-03-23,Suffolk,Boston,692958.0,179747.0,103905.0,75842.0,108134.0,118237.0
2021-03-23,Suffolk,Chelsea,36918.0,8146.0,4840.0,3306.0,3118.0,3609.0
2021-03-23,Suffolk,Revere,60849.0,14879.0,8799.0,6080.0,8604.0,5437.0
2021-03-23,Suffolk,Winthrop,18868.0,6608.0,,,5391.0,2312.0
2021-03-23,Unspecified,Unspecified,,81831.0,49740.0,32091.0,,
2021-03-23,Worcester,Ashburnham,6287.0,,,,2087.0,762.0
2021-03-23,Worcester,Athol (includes Phillipston),13695.0,,,,,
2021-03-23,Worcester,Auburn,16484.0,5193.0,,,6025.0,1719.0
2021-03-23,Worcester,Barre,5560.0,1501.0,,,1672.0,603.0
2021-03-23,Worcester,Berlin,3227.0,,,,1259.0,501.0
2021-03-23,Worcester,Blackstone,9026.0,,,,2767.0,830.0
2021-03-23,Worcester,Bolton,5055.0,1652.0,,,2058.0,894.0
2021-03-23,Worcester,Boylston,4489.0,,,,1923.0,570.0
2021-03-23,Worcester,Brookfield,3688.0,,,,1175.0,356.0
2021-03-23,Worcester,Charlton,14164.0,3712.0,,,4712.0,1129.0
2021-03-23,Worcester,Clinton,14080.0,,,,4031.0,1570.0
2021-03-23,Worcester,Douglas,9486.0,,,,3210.0,761.0
2021-03-23,Worcester,Dudley,12470.0,,,,3443.0,871.0
2021-03-23,Worcester,East Brookfield,2244.0,,,,,
2021-03-23,Worcester,Fitchburg,42123.0,8235.0,4072.0,4163.0,8152.0,3529.0
2021-03-23,Worcester,Gardner,19874.0,,,,5276.0,1700.0
2021-03-23,Worcester,Grafton,20125.0,5325.0,2771.0,2554.0,6288.0,2188.0
2021-03-23,Worcester,Hardwick,3341.0,,,,856.0,285.0
2021-03-23,Worcester,Harvard,6951.0,,,,2019.0,1353.0
2021-03-23,Worcester,Holden,18997.0,6541.0,3809.0,2732.0,7376.0,2373.0
2021-03-23,Worcester,Hopedale,5633.0,,,,2210.0,675.0
2021-03-23,Worcester,Hubbardston,4680.0,,,,1763.0,528.0
2021-03-23,Worcester,Lancaster,8589.0,,,,2539.0,845.0
2021-03-23,Worcester,Leicester,11264.0,,,,3722.0,975.0
2021-03-23,Worcester,Leominster,40377.0,10514.0,,5196.0,11404.0,4141.0
2021-03-23,Worcester,Lunenburg,10418.0,,,,3984.0,1350.0
2021-03-23,Worcester,Mendon,5774.0,,,,2281.0,652.0
2021-03-23,Worcester,Milford,29333.0,7944.0,4268.0,3676.0,7830.0,2770.0
2021-03-23,Worcester,Millbury,13671.0,,,,4702.0,1202.0
2021-03-23,Worcester,Millville,3589.0,,,,1018.0,279.0
2021-03-23,Worcester,New Braintree,1061.0,,,,403.0,121.0
2021-03-23,Worcester,North Brookfield,4632.0,,,,,
2021-03-23,Worcester,Northborough,13564.0,4978.0,,,5642.0,2110.0
2021-03-23,Worcester,Northbridge,18221.0,4027.0,,,5695.0,1354.0
2021-03-23,Worcester,Oakham,2134.0,,,,761.0,202.0
2021-03-23,Worcester,Oxford,13749.0,,,,4340.0,1175.0
2021-03-23,Worcester,Paxton,4953.0,,,,1747.0,561.0
2021-03-23,Worcester,Petersham,1268.0,,,,488.0,246.0
2021-03-23,Worcester,Princeton,3230.0,,,,1473.0,587.0
2021-03-23,Worcester,Royalston,1274.0,,,,394.0,170.0
2021-03-23,Worcester,Rutland,9116.0,2840.0,1525.0,1315.0,3223.0,901.0
2021-03-23,Worcester,Shrewsbury,39497.0,11210.0,6242.0,4968.0,12393.0,3930.0
2021-03-23,Worcester,Southborough,9670.0,3277.0,1818.0,1459.0,3713.0,1466.0
2021-03-23,Worcester,Southbridge,16770.0,,,,3333.0,1394.0
2021-03-23,Worcester,Spencer,11470.0,,,,3579.0,989.0
2021-03-23,Worcester,Sterling,7859.0,,,,3414.0,918.0
2021-03-23,Worcester,Sturbridge,10569.0,,,,3604.0,1050.0
2021-03-23,Worcester,Sutton,8954.0,,,,3835.0,863.0
2021-03-23,Worcester,Templeton,9020.0,,,,2581.0,637.0
2021-03-23,Worcester,Upton,9203.0,,,,2991.0,1001.0
2021-03-23,Worcester,Uxbridge,15611.0,,,,4785.0,1394.0
2021-03-23,Worcester,Warren,5442.0,,,,1443.0,439.0
2021-03-23,Worcester,Webster,17181.0,3481.0,,,4223.0,1281.0
2021-03-23,Worcester,West Boylston,7841.0,,,,,
2021-03-23,Worcester,West Brookfield,3704.0,,,,,
2021-03-23,Worcester,Westborough,18711.0,5973.0,,2683.0,5487.0,2479.0
2021-03-23,Worcester,Westminster,7316.0,,,,3091.0,855.0
2021-03-23,Worcester,Winchendon,10765.0,,,,2781.0,802.0
2021-03-23,Worcester,Worcester,191575.0,43503.0,24465.0,19038.0,29609.0,20106.0
2021-03-30,Barnstable,Barnstable,44773.0,18137.0,11251.0,6886.0,16424.0,5858.0
2021-03-30,Barnstable,Bourne,21026.0,8148.0,,3296.0,7091.0,2281.0
2021-03-30,Barnstable,Brewster,9926.0,,,,4167.0,1836.0
2021-03-30,Barnstable,Chatham,5830.0,,,,3045.0,1069.0
2021-03-30,Barnstable,Dennis,13088.0,,,,6280.0,2095.0
2021-03-30,Barnstable,Eastham,4603.0,,,,2234.0,1073.0
2021-03-30,Barnstable,Falmouth,31190.0,13870.0,,5403.0,12205.0,5441.0
2021-03-30,Barnstable,Harwich,12589.0,5925.0,,,5592.0,1974.0
2021-03-30,Barnstable,Mashpee,15535.0,,,,5869.0,1929.0
2021-03-30,Barnstable,Orleans,5620.0,,,,2851.0,1254.0
2021-03-30,Barnstable,Provincetown,2583.0,,,,833.0,1307.0
2021-03-30,Barnstable,Sandwich,21078.0,7937.0,,3232.0,8182.0,2849.0
2021-03-30,Barnstable,Truro,1968.0,,,,775.0,678.0
2021-03-30,Barnstable,Wellfleet,2760.0,,,,1040.0,986.0
2021-03-30,Barnstable,Yarmouth,24062.0,10386.0,,3637.0,9138.0,3138.0
2021-03-30,Berkshire,Adams,8227.0,,,,1832.0,1359.0
2021-03-30,Berkshire,Becket (includes Washington),2241.0,,,,,
2021-03-30,Berkshire,Cheshire,2936.0,,,,909.0,603.0
2021-03-30,Berkshire,Dalton,6466.0,,,,1758.0,1178.0
2021-03-30,Berkshire,Egremont (includes Mount Washington),1205.0,,,,,
2021-03-30,Berkshire,Florida,784.0,,,,193.0,132.0
2021-03-30,Berkshire,Great Barrington (includes Alford),7182.0,4100.0,2627.0,1473.0,,
2021-03-30,Berkshire,Hinsdale (includes Peru),2961.0,,,,,
2021-03-30,Berkshire,Lanesborough (includes Hancock and New Ashford),3841.0,,,,,
2021-03-30,Berkshire,Lee,5830.0,,,,1498.0,1085.0
2021-03-30,Berkshire,Lenox,4833.0,,,,1447.0,1290.0
2021-03-30,Berkshire,Monterey,926.0,,,,183.0,286.0
2021-03-30,Berkshire,New Marlborough,1523.0,,,,343.0,436.0
2021-03-30,Berkshire,North Adams (includes Clarksburg),14550.0,,,,,
2021-03-30,Berkshire,Otis,1880.0,,,,450.0,287.0
2021-03-30,Berkshire,Pittsfield,43956.0,15807.0,10845.0,4962.0,8755.0,8069.0
2021-03-30,Berkshire,Richmond,1305.0,,,,462.0,407.0
2021-03-30,Berkshire,Sandisfield,932.0,,,,189.0,185.0
2021-03-30,Berkshire,Savoy,620.0,,,,160.0,143.0
2021-03-30,Berkshire,Sheffield,3054.0,,,,795.0,823.0
2021-03-30,Berkshire,Stockbridge,1706.0,,,,551.0,579.0
2021-03-30,Berkshire,Tyringham,242.0,,,,135.0,126.0
2021-03-30,Berkshire,West Stockbridge,1175.0,,,,,
2021-03-30,Berkshire,Williamstown,7178.0,,,,1254.0,1950.0
2021-03-30,Berkshire,Windsor,845.0,,,,246.0,211.0
2021-03-30,Bristol,Acushnet,10449.0,,,,3142.0,1155.0
2021-03-30,Bristol,Attleboro,46517.0,11856.0,6710.0,5146.0,11067.0,4866.0
2021-03-30,Bristol,Berkley,6815.0,,,,2142.0,748.0
2021-03-30,Bristol,Dartmouth,37104.0,11642.0,7492.0,4150.0,8766.0,4200.0
2021-03-30,Bristol,Dighton,7927.0,,,,2493.0,777.0
2021-03-30,Bristol,Easton,23741.0,8342.0,4706.0,3636.0,7764.0,2885.0
2021-03-30,Bristol,Fairhaven,16013.0,5602.0,,,4924.0,2193.0
2021-03-30,Bristol,Fall River,89317.0,19832.0,12052.0,7780.0,12801.0,7547.0
2021-03-30,Bristol,Freetown,9049.0,2900.0,1768.0,1132.0,3003.0,950.0
2021-03-30,Bristol,Mansfield,23631.0,7480.0,3953.0,3527.0,7952.0,2965.0
2021-03-30,Bristol,New Bedford,99980.0,20627.0,12040.0,8587.0,12973.0,10768.0
2021-03-30,Bristol,North Attleborough,30326.0,8571.0,4416.0,4155.0,,
2021-03-30,Bristol,Norton,19910.0,5670.0,,,5825.0,2048.0
2021-03-30,Bristol,Raynham,15123.0,4880.0,,2108.0,4751.0,1466.0
2021-03-30,Bristol,Rehoboth,12713.0,,,,3859.0,1414.0
