dis_num,school_id,school,county,city,active
1,221,A L MEBANE MIDDLE,ALACHUA,ALACHUA,A
1,52,A QUINN JONES CENTER,ALACHUA,GAINESVILLE,A
1,112,ABRAHAM LINCOLN MIDDLE,ALACHUA,GAINESVILLE,A
1,400,ADULT EDUCATION PROGRAM,ALACHUA,GAINESVILLE,A
1,602,ALACHUA ACADEMY,ALACHUA,GAINESVILLE,A
1,701,ALACHUA COUNTY JAIL,ALACHUA,GAINESVILLE,A
1,9001,ALACHUA DISTRICT OFFICE,ALACHUA,GAINESVILLE,A
1,161,ALACHUA ELEMENTARY,ALACHUA,ALACHUA,A
1,7004,ALACHUA ESCHOOL (VIRTUAL FRANCHISE),ALACHUA,GAINESVILLE,A
1,957,ALACHUA LEARNING ACADEMY ELEMENTARY,ALACHUA,ALACHUA,A
1,1011,ALACHUA LEARNING ACADEMY MIDDLE,ALACHUA,ALACHUA,A
1,9029,ALACHUA REGIONAL JUVENILE DETENTION CENTER,ALACHUA,GAINESVILLE,A
1,7001,ALACHUA VIRTUAL INSTRUCTION PROGRAM,ALACHUA,GAINESVILLE,A
1,7023,ALACHUA VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),ALACHUA,GAINESVILLE,A
1,7006,ALACHUA VIRTUAL INSTRUCTION(COURSE OFFERINGS) SECONDARY,ALACHUA,GAINESVILLE,F
1,9054,ALTERNATIVE EDUCATION CENTER,ALACHUA,GAINESVILLE,C
1,603,AMIKIDS,ALACHUA,GAINESVILLE,A
1,83,ANCHOR SCHOOL,ALACHUA,GAINESVILLE,C
1,171,ARCHER ELEMENTARY,ALACHUA,ARCHER,A
1,1012,BOULWARE SPRINGS CHARTER,ALACHUA,GAINESVILLE,A
1,541,C W NORTON ELEMENTARY,ALACHUA,GAINESVILLE,A
1,491,CAMP CRYSTAL LAKE,ALACHUA,STARKE,C
1,953,CARING & SHARING LEARNING SCHOOL,ALACHUA,GAINESVILLE,A
1,31,CAROLYN BEATRICE PARKER ELEMENTARY,ALACHUA,GAINESVILLE,A
1,952,CHANCE CHARTER SCHOOLS,ALACHUA,GAINESVILLE,C
1,343,CHARACTER COUNTS CENTER,ALACHUA,GAINESVILLE,C
1,21,CHARLES W DUVAL ELEMENTARY,ALACHUA,GAINESVILLE,C
1,281,CHESTER SHELL ELEMENTARY,ALACHUA,HAWTHORNE,A
1,9045,CONTRACTED RESIDENTIAL SERVICES,ALACHUA,,F
1,1000,DESOTO HIGH INC ,ALACHUA,ARCHER,C
1,22,EARLY LEARNING ACADEMY AT DUVAL,ALACHUA,GAINESVILLE,A
1,421,EASTSIDE HIGH,ALACHUA,GAINESVILLE,A
1,956,EXPRESSIONS LEARNING ARTS ACADEMY,ALACHUA,GAINESVILLE,A
1,431,F W BUCHHOLZ HIGH,ALACHUA,GAINESVILLE,A
1,3900,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,ALACHUA,,A
1,9096,FAMILY SERVICES,ALACHUA,ALACHUA COUNTY,C
1,9061,FAMILY SERVICES CENTER,ALACHUA,GAINESVILLE,C
1,492,FEARNSIDE FAMILY SERVICES CENTER,ALACHUA,GAINESVILLE,A
1,152,FLORIDA ONLINE HIGH,ALACHUA,GAINESVILLE,C
1,481,FORT CLARKE MIDDLE,ALACHUA,GAINESVILLE,A
1,9003,FRED SIVIA CENTER,ALACHUA,,C
1,151,GAINESVILLE HIGH,ALACHUA,GAINESVILLE,A
1,958,GENESIS PREPARATORY SCHOOL,ALACHUA,GAINESVILLE,C
1,331,GLEN SPRINGS ELEMENTARY,ALACHUA,GAINESVILLE,A
1,201,HAWTHORNE MIDDLE/HIGH,ALACHUA,HAWTHORNE,A
1,493,HEAD START/PREK E I CENTER,ALACHUA,GAINESVILLE,C
1,981,HEALTHY LEARNING ACADEMY CHARTER SCHOOL,ALACHUA,NEWBERRY,A
1,482,HIDDEN OAK ELEMENTARY,ALACHUA,GAINESVILLE,A
1,461,HIGH SPRINGS COMMUNITY SCHOOL,ALACHUA,HIGH SPRINGS,A
1,472,HIGH SPRINGS ELEMENTARY,ALACHUA,HIGH SPRINGS,C
1,971,HOGGETOWNE MIDDLE,ALACHUA,GAINESVILLE,C
1,9998,HOME EDUCATION PROGRAM STUDENTS,ALACHUA,,A
1,412,HORIZON CENTER ALTERNATIVE SCHOOL,ALACHUA,GAINESVILLE,C
1,9067,HORIZON/NEW PATHWAYS,ALACHUA,GAINESVILLE,C
1,82,HOSPITAL HOMEBOUND,ALACHUA,GAINESVILLE,A
1,121,HOWARD W BISHOP MIDDLE,ALACHUA,GAINESVILLE,A
1,9100,HUMAN RESOURCES,ALACHUA,GAINESVILLE,C
1,321,IDYLWILD ELEMENTARY,ALACHUA,GAINESVILLE,A
1,111,JOSEPH WILLIAMS ELEMENTARY,ALACHUA,GAINESVILLE,A
1,502,KANAPAHA MIDDLE,ALACHUA,GAINESVILLE,A
1,501,KIMBALL WILES ELEMENTARY,ALACHUA,GAINESVILLE,A
1,71,LAKE FOREST ELEMENTARY,ALACHUA,GAINESVILLE,A
1,510,LAWTON M CHILES ELEMENTARY,ALACHUA,GAINESVILLE,A
1,91,LITTLEWOOD ELEMENTARY,ALACHUA,GAINESVILLE,A
1,954,LOVE TO LEARN EDUCATIONAL CENTER,ALACHUA,GAINESVILLE,C
1,341,MARJORIE KINNAN RAWLINGS ELEMENTARY,ALACHUA,GAINESVILLE,A
1,962,MARTIN LUTHER KING ACADEMY,ALACHUA,GAINESVILLE,C
1,3518,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT,ALACHUA,,A
1,520,MEADOWBROOK ELEMENTARY,ALACHUA,GAINESVILLE,A
1,961,MICANOPY ACADEMY,ALACHUA,MICANOPY,A
1,951,MICANOPY AREA COOPERATIVE SCHOOL INC ,ALACHUA,MICANOPY,A
1,9997,MIGRANT NON-ENROLLED STUDENTS,ALACHUA,GAINESVILLE,A
1,311,MYRA TERWILLIGER ELEMENTARY,ALACHUA,GAINESVILLE,A
1,531,NEWBERRY ELEMENTARY,ALACHUA,NEWBERRY,A
1,261,NEWBERRY HIGH,ALACHUA,NEWBERRY,A
1,9005,NON-SCHOOL MIGRANT,ALACHUA,GAINESVILLE,C
1,1003,NORTH CENTRAL FLORIDA PUBLIC CHARTER SCHOOL,ALACHUA,GAINESVILLE,A
1,591,OAK VIEW MIDDLE,ALACHUA,NEWBERRY,A
1,959,OASIS ENRICHMENT ACADEMY,ALACHUA,GAINESVILLE,C
1,1010,ONE ROOM MIDDLE,ALACHUA,GAINESVILLE,C
1,3818,OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT,ALACHUA,,C
1,604,PACE,ALACHUA,GAINESVILLE,A
1,500,PRAIRIE VIEW ACADEMY,ALACHUA,GAINESVILLE,C
1,451,PRAIRIE VIEW ELEMENTARY,ALACHUA,GAINESVILLE,C
1,411,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH,ALACHUA,GAINESVILLE,A
1,1013,RESILIENCE CHARTER SCHOOL INC,ALACHUA,GAINESVILLE,A
1,924,SANTA FE COLLEGE HIGH DUAL ENROLLMENT,ALACHUA,GAINESVILLE,A
1,271,SANTA FE HIGH,ALACHUA,ALACHUA,A
1,991,SIATECH AT GAINESVILLE,ALACHUA,GAINESVILLE,A
1,81,SIDNEY LANIER CENTER,ALACHUA,GAINESVILLE,A
1,471,SPRING HILL MIDDLE,ALACHUA,HIGH SPRINGS,C
1,41,STEPHEN FOSTER ELEMENTARY,ALACHUA,GAINESVILLE,A
1,1001,SWEETWATER BRANCH ACADEMY,ALACHUA,GAINESVILLE,C
1,1002,SWEETWATER BRANCH ACADEMY ELEMENTARY,ALACHUA,GAINESVILLE,C
1,955,THE EINSTEIN SCHOOL INC ,ALACHUA,GAINESVILLE,A
1,950,THE ONE ROOM SCHOOL HOUSE PROJECT,ALACHUA,GAINESVILLE,A
1,605,THRESHOLD DAY TREATMENT,ALACHUA,GAINESVILLE,C
1,342,TRAFFIC SAFETY CENTER,ALACHUA,GAINESVILLE,C
1,101,W A METCALFE ELEMENTARY,ALACHUA,GAINESVILLE,A
1,571,W W IRBY ELEMENTARY,ALACHUA,ALACHUA,A
1,291,WALDO COMMUNITY SCHOOL,ALACHUA,WALDO,C
1,141,WESTWOOD MIDDLE,ALACHUA,GAINESVILLE,A
1,503,WILES HEAD START,ALACHUA,GAINESVILLE,A
1,561,WILLIAM S TALBOT ELEMENTARY,ALACHUA,GAINESVILLE,A
2,11,BAKER COUNTY ADULT CENTER,BAKER,MACCLENNY,A
2,92,BAKER COUNTY ALTERNATIVE SCHOOL,BAKER,MACCLENNY,C
2,32,BAKER COUNTY MIDDLE,BAKER,MACCLENNY,A
2,12,BAKER COUNTY HIGH,BAKER,GLEN ST MARY,A
2,7004,BAKER COUNTY VIRTUAL FRANCHISE,BAKER,MACCLENNY,A
2,9001,BAKER DISTRICT OFFICE,BAKER,MACCLENNY,A
2,7001,BAKER VIRTUAL INSTRUCTION PROGRAM,BAKER,MACCLENNY,A
2,7023,BAKER VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),BAKER,MACCLENNY,A
2,9045,CONTRACTED RESIDENTIAL SERVICES,BAKER,,F
2,3900,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,BAKER,,A
2,7006,FUTURE VIRTUAL SCHOOL,BAKER,,F
2,9998,HOME EDUCATION PROGRAM STUDENTS,BAKER,MACCLENNY,A
2,9100,HUMAN RESOURCES,BAKER,MACCLENNY,C
2,31,J FRANKLYN KELLER INTERMEDIATE SCHOOL,BAKER,MACCLENNY,A
2,13,MACCLENNY ELEMENTARY,BAKER,MACCLENNY,A
2,3518,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT,BAKER,MACCLENNY,A
2,9997,MIGRANT NON-ENROLLED STUDENTS,BAKER,MACCLENNY,A
2,3818,OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT,BAKER,,C
2,22,PREK/KINDERGARTEN CENTER,BAKER,MACCLENNY,A
2,9021,SOUTHSIDE EDUCATION CENTER,BAKER,MACCLENNY,C
2,91,WESTSIDE ELEMENTARY,BAKER,GLEN ST MARY,A
3,611,A GARY WALSINGHAM ACADEMY,BAY,,F
3,491,A CRAWFORD MOSLEY HIGH,BAY,LYNN HAVEN,A
3,271,A D HARRIS HIGH,BAY,PANAMA CITY,C
3,764,AMIKIDS MARITIME ACADEMY,BAY,PANAMA CITY,F
3,601,BAY COUNTY SHERIFF'S BOOT CAMP,BAY,PANAMA CITY,C
3,9001,BAY DISTRICT OFFICE,BAY,PANAMA CITY,A
3,701,BAY HAVEN CHARTER ACADEMY,BAY,PANAMA CITY,A
3,711,BAY HAVEN CHARTER MIDDLE,BAY,PANAMA CITY,A
3,61,BAY HIGH,BAY,PANAMA CITY,A
3,602,BAY REGIONAL JUVENILE DETENTION CENTER,BAY,PANAMA CITY,A
3,7004,BAY VIRTUAL FRANCHISE,BAY,PANAMA CITY,A
3,7006,BAY VIRTUAL INSTRUCTION (COURSE OFFERINGS),BAY,PANAMA CITY,A
3,7001,BAY VIRTUAL INSTRUCTION PROGRAM,BAY,PANAMA CITY,A
3,7023,BAY VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),BAY,PANAMA CITY,A
3,571,BREAKFAST POINT ACADEMY,BAY,PANAMA CITY BEACH,A
3,591,C C WASHINGTON ACADEMY,BAY,PANAMA CITY,C
3,101,CALLAWAY ELEMENTARY,BAY,PANAMA CITY,A
3,91,CEDAR GROVE ELEMENTARY,BAY,PANAMA CITY,A
3,802,CENTRAL ACADEMY,BAY,PANAMA CITY,A
3,782,CENTRAL HIGH,BAY,PANAMA CITY,A
3,781,CHAUTAUQUA CHARTER SCHOOL,BAY,PANAMA CITY,A
3,9045,CONTRACTED RESIDENTIAL SERVICES,BAY,,F
3,541,DEANE BOZEMAN SCHOOL,BAY,PANAMA CITY,A
3,461,DEER POINT ELEMENTARY,BAY,PANAMA CITY,A
3,761,EMERALD BAY ACADEMY,BAY,PANAMA CITY,C
3,141,EVERITT MIDDLE,BAY,PANAMA CITY,C
3,9002,EXCEPTIONAL STUDENT EDUCATION,BAY,PANAMA CITY,A
3,3900,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,BAY,,A
3,561,HANEY TECHNICAL HIGH,BAY,PANAMA CITY,C
3,151,HILAND PARK ELEMENTARY,BAY,PANAMA CITY,A
3,9998,HOME EDUCATION PROGRAM STUDENTS,BAY,,A
3,605,HOPE SCHOOL,BAY,PANAMA CITY,C
3,9100,HUMAN RESOURCES,BAY,PANAMA CITY,C
3,81,HUTCHISON BEACH ELEMENTARY,BAY,PANAMA CITY,A
3,551,J R ARNOLD HIGH,BAY,PANAMA CITY BEACH,A
3,161,JINKS MIDDLE,BAY,PANAMA CITY,A
3,131,LUCILLE MOORE ELEMENTARY,BAY,PANAMA CITY,A
3,171,LYNN HAVEN ELEMENTARY,BAY,LYNN HAVEN,A
3,281,MARGARET K LEWIS IN MILLVILLE,BAY,PANAMA CITY,A
3,3518,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT,BAY,,A
3,111,MERRIAM CHERRY STREET ELEMENTARY,BAY,PANAMA CITY,A
3,71,MERRITT BROWN MIDDLE,BAY,PANAMA CITY,A
3,9997,MIGRANT NON-ENROLLED STUDENTS,BAY,PANAMA CITY,C
3,181,MILLVILLE ELEMENTARY,BAY,PANAMA CITY,C
3,331,MOWAT MIDDLE,BAY,LYNN HAVEN,A
3,531,NEW HORIZONS LEARNING CENTER,BAY,PANAMA CITY,A
3,791,NEWPOINT MIDDLE,BAY,PANAMA CITY,C
3,741,NORTH BAY HAVEN CAREER ACADEMY,BAY,PANAMA CITY,A
3,751,NORTH BAY HAVEN CHARTER ACADEMY ELEMENTARY,BAY,PANAMA CITY,A
3,731,NORTH BAY HAVEN CHARTER ACADEMY MIDDLE,BAY,PANAMA CITY,A
3,471,NORTHSIDE ELEMENTARY,BAY,PANAMA CITY,A
3,191,OAKLAND TERRACE SCHOOL FOR THE VISUAL AND PERFORMING ARTS,BAY,PANAMA CITY,C
3,3818,OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT,BAY,,C
3,291,OSCAR PATTERSON ELEMENTARY MAGNET,BAY,PANAMA CITY,C
3,801,PALM BAY ELEMENTARY,BAY,PANAMA CITY,A
3,771,PALM BAY PREPARATORY ACADEMY 6-12,BAY,PANAMA CITY,A
3,604,PANAMA CITY MARINE INSTITUTE,BAY,PANAMA CITY,C
3,211,PARKER ELEMENTARY,BAY,PANAMA CITY,A
3,521,PATRONIS ELEMENTARY,BAY,PANAMA CITY BEACH,A
3,2701,RISING LEADERS ACADEMY,BAY,PANAMA CITY,A
3,581,ROSENWALD HIGH,BAY,PANAMA CITY,A
3,301,ROSENWALD MIDDLE,BAY,PANAMA CITY,C
3,341,RUTHERFORD HIGH,BAY,PANAMA CITY,A
3,311,SHAW ADULT CENTER,BAY,PANAMA CITY,C
3,221,SOUTHPORT ELEMENTARY,BAY,SOUTHPORT,A
3,231,SPRINGFIELD ELEMENTARY,BAY,PANAMA CITY,C
3,241,ST ANDREW SCHOOL AT OAKLAND TERRACE,BAY,PANAMA CITY,A
3,201,SURFSIDE MIDDLE,BAY,PANAMA CITY BEACH,A
3,721,TAPESTRY PARK CHARTER SCHOOL,BAY,PANAMA CITY BEACH,C
3,603,THE UNLIMITED PATH INC ,BAY,PANAMA CITY,C
3,481,TOM P HANEY TECHNICAL CENTER,BAY,PANAMA CITY,A
3,511,TOMMY SMITH ELEMENTARY,BAY,PANAMA CITY,A
3,501,TYNDALL ACADEMY,BAY,TYNDALL AFB,A
3,2711,UNIVERSITY ACADEMY SABL INC,BAY,PANAMA CITY,A
3,251,WALLER ELEMENTARY,BAY,YOUNGSTOWN,A
3,262,WEST BAY ELEMENTARY,BAY,PANAMA CITY BEACH,A
3,261,WEST BAY ELEMENTARY,BAY,PANAMA CITY BEACH,C
4,211,ALLIGATOR CREEK STOP CAMP,BRADFORD,STARKE,C
4,6001,BELIEVER'S SCHOOL OF LEARNING,BRADFORD,STARKE,C
4,9001,BRADFORD DISTRICT OFFICE,BRADFORD,STARKE,A
4,21,BRADFORD HIGH,BRADFORD,STARKE,A
4,201,BRADFORD INTERVENTION CENTER,BRADFORD,STARKE,C
4,172,BRADFORD MIDDLE,BRADFORD,STARKE,A
4,7004,BRADFORD VIRTUAL FRANCHISE,BRADFORD,STARKE,A
4,7006,BRADFORD VIRTUAL INSTRUCTION PROGRAM,BRADFORD,STARKE,A
4,7001,BRADFORD VIRTUAL INSTRUCTION PROGRAM,BRADFORD,STARKE,A
4,7023,BRADFORD VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),BRADFORD,STARKE,A
4,161,BROOKER ELEMENTARY,BRADFORD,BROOKER,A
4,9045,CONTRACTED RESIDENTIAL SERVICES,BRADFORD,,F
4,3900,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,BRADFORD,STARKE,A
4,181,HAMPTON ELEMENTARY,BRADFORD,HAMPTON,A
4,9998,HOME EDUCATION PROGRAM STUDENTS,BRADFORD,STARKE,A
4,9100,HUMAN RESOURCES,BRADFORD,STARKE,C
4,131,LAWTEY ELEMENTARY,BRADFORD,LAWTEY,A
4,3518,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT,BRADFORD,STARKE,A
4,9997,MIGRANT NON-ENROLLED STUDENTS,BRADFORD,STARKE,A
4,171,NORTH FLORIDA TECHNICAL COLLEGE,BRADFORD,STARKE,A
4,3818,OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT,BRADFORD,,C
4,121,RAINBOW CENTER,BRADFORD,STARKE,A
4,191,RENAISSANCE CENTER,BRADFORD,STARKE,C
4,91,RJE CENTER,BRADFORD,STARKE,C
4,81,SOUTHSIDE ELEMENTARY,BRADFORD,STARKE,A
4,51,STARKE ELEMENTARY,BRADFORD,STARKE,A
5,9240,ADULT/COMMUNITY EDUCATION,BREVARD,,C
5,1019,ALTERNATIVE SCHOOL,BREVARD,,C
5,141,ANDREW JACKSON MIDDLE,BREVARD,TITUSVILLE,A
5,61,APOLLO ELEMENTARY,BREVARD,TITUSVILLE,A
5,161,ASTRONAUT HIGH,BREVARD,TITUSVILLE,A
5,201,ATLANTIS ELEMENTARY,BREVARD,COCOA,A
5,4051,AUDUBON ELEMENTARY,BREVARD,MERRITT ISLAND,A
5,2211,BAYSIDE HIGH,BREVARD,PALM BAY,A
5,1003,BEHAVIORAL HEALTH SERVICES,BREVARD,ROCKLEDGE,C
5,1103,BREVARD ACHIEVEMENT CENTER,BREVARD,ROCKLEDGE,C
5,1012,BREVARD ADULT EDUCATION AT COCOA,BREVARD,COCOA,A
5,2072,BREVARD ADULT EDUCATION AT MELBOURNE,BREVARD,MELBOURNE,A
5,2022,BREVARD ADULT EDUCATION AT PALM BAY,BREVARD,MELBOURNE,A
5,82,BREVARD ADULT EDUCATION AT TITUSVILLE,BREVARD,TITUSVILLE,A
5,1010,BREVARD ADULT EDUCATION ONLINE ACADEMY,BREVARD,COCOA,A
5,1014,BREVARD COUNTY JAIL COMPLEX,BREVARD,COCOA,A
5,1025,BREVARD COUNTY JUVENILE DETENTION CENTER,BREVARD,COCOA,A
5,9001,BREVARD DISTRICT OFFICE,BREVARD,VIERA,A
5,1002,BREVARD GROUP TREATMENT HOME,BREVARD,COCOA,A
5,7023,BREVARD VIRTUAL ESCHOOL,BREVARD,COCOA,A
5,7004,BREVARD VIRTUAL FRANCHISE,BREVARD,COCOA,A
5,7006,BREVARD VIRTUAL INSTRUCTION (COURSE OFFERINGS),BREVARD,COCOA,A
5,7001,BREVARD VIRTUAL INSTRUCTION PROGRAM,BREVARD,COCOA,A
5,1104,BRIDGES BTC INC,BREVARD,ROCKLEDGE,C
5,1041,CAMBRIDGE ELEMENTARY MAGNET SCHOOL,BREVARD,COCOA,A
5,6506,CAMPUS CHARTER SCHOOL,BREVARD,PORT ST JOHN,C
5,5031,CAPE VIEW ELEMENTARY,BREVARD,CAPE CANAVERAL,A
5,3021,CENTRAL MIDDLE,BREVARD,WEST MELBOURNE,A
5,1112,CENTRAL PINE GROVE ADULT EDUCATION,BREVARD,ROCKLEDGE,C
5,1111,CENTRAL PINE GROVE SCHOOL,BREVARD,ROCKLEDGE,C
5,191,CHALLENGER 7 ELEMENTARY,BREVARD,COCOA,A
5,1013,CHILDREN'S INTERAGENCY PROGRAM,BREVARD,ROCKLEDGE,C
5,2161,CHRISTA MCAULIFFE ELEMENTARY,BREVARD,PALM BAY,A
5,1031,CLEARLAKE MIDDLE,BREVARD,COCOA,C
5,5011,COCOA BEACH JUNIOR/HIGH,BREVARD,COCOA BEACH,A
5,1122,COCOA HIGH ADULT EDUCATION,BREVARD,COCOA,C
5,1121,COCOA HIGH,BREVARD,COCOA,A
5,2131,COLUMBIA ELEMENTARY,BREVARD,PALM BAY,A
5,85,COMMUNITY INCLUSION FACILITATION PROGRAM,BREVARD,TITUSVILLE,C
5,9045,CONTRACTED RESIDENTIAL SERVICES,BREVARD,VIERA,A
5,91,COQUINA ELEMENTARY,BREVARD,TITUSVILLE,A
5,1001,CROSSWINDS/RAINWATER FOR GIRLS,BREVARD,COCOA,C
5,3091,CROTON ELEMENTARY,BREVARD,MELBOURNE,A
5,6012,DELAURA MIDDLE,BREVARD,SATELLITE BEACH,A
5,111,DEVEREUX CENTER AT WHISPERING HILLS,BREVARD,TITUSVILLE,C
5,1028,DEVEREUX HOSPITAL,BREVARD,VIERA,A
5,3083,DEVEREUX SOUTH PINE GROVE,BREVARD,MELBOURNE,C
5,2151,DISCOVERY ELEMENTARY,BREVARD,PALM BAY,A
5,6141,DR W J CREEL ELEMENTARY,BREVARD,MELBOURNE,A
5,1015,EARLY INTERVENTION CENTER,BREVARD,MELBOURNE,C
5,2013,EASTER SEALS FLORIDA INC ,BREVARD,PALM BAY,C
5,3011,EAU GALLIE HIGH,BREVARD,MELBOURNE,A
5,4021,EDGEWOOD JR/SR HIGH,BREVARD,MERRITT ISLAND,A
5,6511,EDUCATIONAL HORIZONS CHARTER,BREVARD,WEST MELBOURNE,A
5,6512,EINSTEIN MONTESSORI,BREVARD,COCOA,C
5,6523,EMMA JEWEL CHARTER ACADEMY,BREVARD,COCOA,A
5,1051,ENDEAVOUR ELEMENTARY,BREVARD,COCOA,A
5,301,ENTERPRISE ELEMENTARY,BREVARD,COCOA,A
5,1023,ETP CENTER,BREVARD,ROCKLEDGE,C
5,1022,EXCEPTIONAL EDUCATION CENTER,BREVARD,MELBOURNE,C
5,6503,EXPLORER ELEMENTARY/MIDDLE CHARTER,BREVARD,WEST MELBOURNE,C
5,1091,FAIRGLEN ELEMENTARY,BREVARD,COCOA,A
5,3900,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,BREVARD,,A
5,89,FIELDSTON PREPARATORY SCHOOL,BREVARD,TITUSVILLE,A
5,1026,FRANCES WALKER HALFWAY HOUSE,BREVARD,TITUSVILLE,C
5,5021,FREEDOM 7 ELEMENTARY OF INTERNATIONAL STUDIES,BREVARD,COCOA BEACH,A
5,4101,GARDENDALE ELEMENTARY MAGNET SCHOOL,BREVARD,MERRITT ISLAND,C
5,4013,GED TESTING,BREVARD,MELBOURNE,C
5,6101,GEMINI ELEMENTARY,BREVARD,MELBOURNE BEACH,A
5,1071,GOLFVIEW ELEMENTARY MAGNET SCHOOL,BREVARD,ROCKLEDGE,A
5,1141,HANS CHRISTIAN ANDERSEN ELEMENTARY,BREVARD,ROCKLEDGE,A
5,3061,HARBOR CITY ELEMENTARY,BREVARD,MELBOURNE,A
5,6082,HERBERT C HOOVER MIDDLE,BREVARD,INDIALANTIC,A
5,2311,HERITAGE HIGH,BREVARD,PALM BAY,A
5,9998,HOME EDUCATION PROGRAM STUDENTS,BREVARD,VIERA,A
5,6083,HOOVER JUNIOR HIGH ADULT EDUCATION,BREVARD,INDIALANTIC,C
5,1032,HORACE MANN ACADEMY,BREVARD,ROCKLEDGE,C
5,9100,HUMAN RESOURCES,BREVARD,VIERA,C
5,6515,IMAGINE SCHOOLS AT WEST MELBOURNE,BREVARD,WEST MELBOURNE,A
5,151,IMPERIAL ESTATES ELEMENTARY,BREVARD,TITUSVILLE,A
5,6081,INDIALANTIC ELEMENTARY,BREVARD,INDIALANTIC,A
5,52,JAMES MADISON MIDDLE,BREVARD,TITUSVILLE,A
5,1101,JOHN F KENNEDY MIDDLE,BREVARD,ROCKLEDGE,A
5,2121,JOHN F TURNER SENIOR ELEMENTARY,BREVARD,PALM BAY,A
5,2191,JUPITER ELEMENTARY,BREVARD,PALM BAY,A
5,1102,KENNEDY MIDDLE ADULT EDUCATION,BREVARD,ROCKLEDGE,C
5,6546,LEGACY ACADEMY CHARTER,BREVARD,TITUSVILLE,C
5,4121,LEWIS CARROLL ELEMENTARY,BREVARD,MERRITT ISLAND,A
5,2111,LOCKMAR ELEMENTARY,BREVARD,PALM BAY,A
5,3131,LONGLEAF ELEMENTARY,BREVARD,MELBOURNE,A
5,3031,LYNDON B JOHNSON MIDDLE,BREVARD,MELBOURNE,A
5,1161,MANATEE ELEMENTARY,BREVARD,VIERA,A
5,3518,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT,BREVARD,VIERA,A
5,2031,MEADOWLANE INTERMEDIATE ELEMENTARY,BREVARD,WEST MELBOURNE,A
5,2041,MEADOWLANE PRIMARY ELEMENTARY,BREVARD,WEST MELBOURNE,A
5,1027,MELBOURNE CENTER FOR PERSONAL GROWTH,BREVARD,MELBOURNE,A
5,2012,MELBOURNE HIGH ADULT EDUCATION,BREVARD,MELBOURNE,C
5,2011,MELBOURNE HIGH,BREVARD,MELBOURNE,A
5,4012,MERRITT ISLAND ADULT EDUCATION,BREVARD,MERRITT ISLAND,C
5,4011,MERRITT ISLAND HIGH,BREVARD,MERRITT ISLAND,A
5,3052,MID-SOUTH AREA ADULT COMMUNITY EDUCATION,BREVARD,MELBOURNE,C
5,9997,MIGRANT NON-ENROLLED STUDENTS,BREVARD,VIERA,A
5,4031,MILA ELEMENTARY,BREVARD,MERRITT ISLAND,A
5,101,MIMS ELEMENTARY,BREVARD,MIMS,A
5,6502,NEW LIGHT SPECIAL CARE SCHOOL,BREVARD,MELBOURNE,C
5,86,NORTH AREA ADULT EDUCATION-NIGHT PROGRAM,BREVARD,TITUSVILLE,C
5,1016,NORTH AREA ALTERNATIVE LEARNING CENTER,BREVARD,MIMS,C
5,83,NORTH AREA ARC CENTER,BREVARD,TITUSVILLE,C
5,1017,NORTH/CENTRAL AREA ALTERNATIVE LEARNING CENTER,BREVARD,MERRITT ISLAND,A
5,51,OAK PARK ELEMENTARY,BREVARD,TITUSVILLE,A
5,6516,OAKWOOD ACADEMY,BREVARD,PALM BAY,C
5,6071,OCEAN BREEZE ELEMENTARY,BREVARD,INDIAN HARBOUR BEACH,A
5,6507,ODYSSEY CHARTER SCHOOL,BREVARD,PALM BAY,A
5,6541,ODYSSEY PREPARATORY CHARTER ACADEMY,BREVARD,PALM BAY,A
5,3818,OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT,BREVARD,,C
5,6517,OSPREY ELEMENTARY,BREVARD,ROCKLEDGE,C
5,1020,OUTWARD BOUND,BREVARD,SCOTTSMOOR,A
5,6501,PALM BAY ACADEMY CHARTER SCHOOL,BREVARD,PALM BAY,A
5,6519,PALM BAY COMMUNITY CHARTER-PATRIOT CAMPUS,BREVARD,PALM BAY,C
5,2081,PALM BAY ELEMENTARY,BREVARD,PALM BAY,A
5,2021,PALM BAY MAGNET HIGH,BREVARD,MELBOURNE,A
